Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,1.4 [0.7-2.4],South Asia,1.4
Afghanistan,Male,0.6 [0.2-1.5],South Asia,0.6
Afghanistan,Female,2.1 [0.9-3.9],South Asia,2.1
Albania,Both sexes,10.1 [7.1-13.6],Balkans,10.1
Albania,Male,8.2 [4.6-12.9],Balkans,8.2
Albania,Female,12.0 [7.7-17.2],Balkans,12.0
Algeria,Both sexes,12.8 [9.6-16.3],North Africa,12.8
Algeria,Male,6.7 [3.7-10.4],North Africa,6.7
Algeria,Female,18.7 [13.1-24.5],North Africa,18.7
Andorra,Both sexes,19.9 [15.4-24.8],Southern Europe,19.9
Andorra,Male,17.3 [11.1-24.3],Southern Europe,17.3
Andorra,Female,22.3 [15.7-29.3],Southern Europe,22.3
Angola,Both sexes,2.2 [1.1-3.7],Southern Africa,2.2
Angola,Male,0.7 [0.2-1.8],Southern Africa,0.7
Angola,Female,3.4 [1.5-6.3],Southern Africa,3.4
Antigua and Barbuda,Both sexes,9.8 [6.7-13.3],Caribbean,9.8
Antigua and Barbuda,Male,4.8 [2.4-8.4],Caribbean,4.8
Antigua and Barbuda,Female,14.5 [9.1-20.9],Caribbean,14.5
Argentina,Both sexes,17.0 [13.6-20.7],South America,17.0
Argentina,Male,15.0 [10.4-20.5],South America,15.0
Argentina,Female,18.7 [14.1-24.0],South America,18.7
Armenia,Both sexes,11.7 [8.4-15.5],Eastern Europe,11.7
Armenia,Male,8.5 [4.6-13.6],Eastern Europe,8.5
Armenia,Female,14.4 [9.5-20.0],Eastern Europe,14.4
Australia,Both sexes,15.7 [13.6-18.0],Oceania,15.7
Australia,Male,15.2 [12.0-18.5],Oceania,15.2
Australia,Female,16.2 [13.3-19.4],Oceania,16.2
Austria,Both sexes,11.0 [8.5-13.8],Eastern Europe,11.0
Austria,Male,10.8 [7.3-15.0],Eastern Europe,10.8
Austria,Female,11.0 [7.9-14.6],Eastern Europe,11.0
Azerbaijan,Both sexes,10.1 [7.0-13.7],Eastern Europe,10.1
Azerbaijan,Male,6.8 [3.5-11.3],Eastern Europe,6.8
Azerbaijan,Female,12.8 [8.2-18.5],Eastern Europe,12.8
Bahamas,Both sexes,19.5 [15.0-24.5],Caribbean,19.5
