Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,2.1 [1.2-3.3],South Asia,2.1
Afghanistan,Male,1.0 [0.4-2.2],South Asia,1.0
Afghanistan,Female,3.0 [1.5-5.4],South Asia,3.0
Albania,Both sexes,12.4 [9.2-16.0],Balkans,12.4
Albania,Male,10.8 [6.5-15.9],Balkans,10.8
Albania,Female,14.0 [9.5-19.1],Balkans,14.0
Algeria,Both sexes,16.3 [12.8-19.9],North Africa,16.3
Algeria,Male,9.4 [5.8-13.8],North Africa,9.4
Algeria,Female,23.0 [17.4-28.9],North Africa,23.0
Andorra,Both sexes,21.7 [17.2-26.6],Southern Europe,21.7
Andorra,Male,19.9 [13.4-27.0],Southern Europe,19.9
Andorra,Female,23.5 [17.0-30.4],Southern Europe,23.5
Angola,Both sexes,3.2 [1.8-5.3],Southern Africa,3.2
Angola,Male,1.2 [0.4-2.7],Southern Africa,1.2
Angola,Female,5.1 [2.5-8.7],Southern Africa,5.1
Antigua and Barbuda,Both sexes,12.0 [8.6-15.8],Caribbean,12.0
Antigua and Barbuda,Male,6.4 [3.4-10.3],Caribbean,6.4
Antigua and Barbuda,Female,17.4 [11.6-24.1],Caribbean,17.4
Argentina,Both sexes,19.9 [16.5-23.6],South America,19.9
Argentina,Male,18.2 [13.4-23.5],South America,18.2
Argentina,Female,21.4 [16.9-26.5],South America,21.4
Armenia,Both sexes,13.6 [10.3-17.4],Eastern Europe,13.6
Armenia,Male,10.3 [6.0-15.7],Eastern Europe,10.3
Armenia,Female,16.2 [11.4-21.7],Eastern Europe,16.2
Australia,Both sexes,19.1 [16.9-21.5],Oceania,19.1
Australia,Male,18.8 [15.4-22.3],Oceania,18.8
Australia,Female,19.4 [16.3-22.7],Oceania,19.4
Austria,Both sexes,13.3 [10.6-16.3],Eastern Europe,13.3
Austria,Male,13.5 [9.6-18.2],Eastern Europe,13.5
Austria,Female,12.9 [9.6-16.8],Eastern Europe,12.9
Azerbaijan,Both sexes,11.9 [8.7-15.5],Eastern Europe,11.9
Azerbaijan,Male,8.4 [4.7-13.2],Eastern Europe,8.4
Azerbaijan,Female,14.9 [10.2-20.4],Eastern Europe,14.9
Bahamas,Both sexes,22.9 [18.1-27.8],Caribbean,22.9
Bahamas,Male,14.9 [9.4-21.6],Caribbean,14.9
Bahamas,Female,30.0 [22.6-37.7],Caribbean,30.0
Bahrain,Both sexes,22.1 [18.4-26.1],Middle East,22.1
Bahrain,Male,16.7 [11.8-22.2],Middle East,16.7
Bahrain,Female,30.1 [24.4-36.0],Middle East,30.1
Bangladesh,Both sexes,1.2 [0.7-1.7],South Asia,1.2
Bangladesh,Male,0.6 [0.3-1.2],South Asia,0.6
Bangladesh,Female,1.8 [1.0-2.8],South Asia,1.8
Barbados,Both sexes,14.2 [11.2-17.6],Caribbean,14.2
Barbados,Male,7.4 [4.6-11.0],Caribbean,7.4
Barbados,Female,20.5 [15.6-26.4],Caribbean,20.5
Belarus,Both sexes,18.2 [14.0-22.6],Eastern Europe,18.2
Belarus,Male,13.5 [8.5-19.5],Eastern Europe,13.5
Belarus,Female,22.0 [15.6-28.7],Eastern Europe,22.0
Belgium,Both sexes,16.4 [14.2-18.7],Western Europe,16.4
Belgium,Male,15.5 [12.5-18.9],Western Europe,15.5
Belgium,Female,17.1 [14.1-20.4],Western Europe,17.1
Belize,Both sexes,15.5 [11.9-19.3],Central America,15.5
Belize,Male,9.0 [5.4-13.8],Central America,9.0
Belize,Female,21.9 [15.9-28.5],Central America,21.9
Benin,Both sexes,4.6 [3.2-6.2],West Africa,4.6
Benin,Male,1.8 [0.9-3.4],West Africa,1.8
Benin,Female,6.9 [4.6-9.7],West Africa,6.9
Bhutan,Both sexes,2.1 [1.3-3.2],South Asia,2.1
Bhutan,Male,1.3 [0.5-2.5],South Asia,1.3
Bhutan,Female,3.1 [1.6-5.3],South Asia,3.1
Bolivia (Plurinational State of),Both sexes,12.4 [9.1-16.2],South America,12.4
Bolivia (Plurinational State of),Male,7.6 [3.9-12.5],South America,7.6
Bolivia (Plurinational State of),Female,16.8 [11.6-22.6],South America,16.8
Bosnia and Herzegovina,Both sexes,12.0 [9.1-15.4],Balkans,12.0
Bosnia and Herzegovina,Male,10.2 [6.3-14.9],Balkans,10.2
Bosnia and Herzegovina,Female,13.6 [9.5-18.5],Balkans,13.6
Botswana,Both sexes,12.2 [8.8-15.9],Southern Africa,12.2
Botswana,Male,3.4 [1.6-6.1],Southern Africa,3.4
Botswana,Female,20.0 [14.0-26.6],Southern Africa,20.0
Brazil,Both sexes,13.6 [11.6-15.7],South America,13.6
Brazil,Male,10.1 [7.7-12.7],South America,10.1
Brazil,Female,16.8 [13.8-19.9],South America,16.8
Brunei Darussalam,Both sexes,6.5 [4.5-9.0],Southeast Asia,6.5
Brunei Darussalam,Male,4.7 [2.5-7.9],Southeast Asia,4.7
Brunei Darussalam,Female,8.5 [5.2-12.7],Southeast Asia,8.5
Bulgaria,Both sexes,17.9 [13.9-22.3],Balkans,17.9
Bulgaria,Male,16.3 [11.0-22.2],Balkans,16.3
Bulgaria,Female,19.4 [13.6-25.7],Balkans,19.4
Burkina Faso,Both sexes,1.9 [1.2-2.8],West Africa,1.9
Burkina Faso,Male,0.7 [0.3-1.4],West Africa,0.7
Burkina Faso,Female,2.8 [1.6-4.3],West Africa,2.8
Burundi,Both sexes,2.2 [1.3-3.4],East Africa,2.2
Burundi,Male,0.7 [0.3-1.6],East Africa,0.7
Burundi,Female,3.4 [1.8-5.7],East Africa,3.4
Cabo Verde,Both sexes,5.7 [3.8-8.0],West Africa,5.7
Cabo Verde,Male,2.5 [1.2-4.5],West Africa,2.5
Cabo Verde,Female,8.2 [5.0-12.0],West Africa,8.2
Cambodia,Both sexes,1.3 [0.8-2.0],Southeast Asia,1.3
Cambodia,Male,0.7 [0.3-1.5],Southeast Asia,0.7
Cambodia,Female,1.8 [0.9-2.9],Southeast Asia,1.8
Cameroon,Both sexes,5.3 [3.9-6.9],Central Africa,5.3
Cameroon,Male,2.3 [1.3-3.8],Central Africa,2.3
Cameroon,Female,8.1 [5.7-10.9],Central Africa,8.1
Canada,Both sexes,19.3 [16.8-21.9],North America,19.3
Canada,Male,18.7 [15.1-22.6],North America,18.7
Canada,Female,19.8 [16.3-23.5],North America,19.8
Central African Republic,Both sexes,3.6 [2.2-5.5],Central Africa,3.6
Central African Republic,Male,1.5 [0.6-3.0],Central Africa,1.5
Central African Republic,Female,5.5 [2.9-8.9],Central Africa,5.5
Chad,Both sexes,2.7 [1.7-3.9],North Africa,2.7
Chad,Male,1.2 [0.5-2.3],North Africa,1.2
Chad,Female,4.0 [2.4-6.2],North Africa,4.0
Chile,Both sexes,19.7 [16.6-23.2],South America,19.7
Chile,Male,16.2 [12.0-21.0],South America,16.2
Chile,Female,22.9 [18.3-28.0],South America,22.9
China,Both sexes,2.1 [1.7-2.5],East Asia,2.1
China,Male,1.5 [1.1-2.0],East Asia,1.5
China,Female,2.7 [2.1-3.3],East Asia,2.7
Colombia,Both sexes,14.6 [11.8-17.5],South America,14.6
Colombia,Male,9.9 [6.7-13.8],South America,9.9
Colombia,Female,18.7 [14.6-23.1],South America,18.7
Comoros,Both sexes,3.8 [2.5-5.6],Southern Africa,3.8
Comoros,Male,1.5 [0.6-2.9],Southern Africa,1.5
Comoros,Female,6.0 [3.7-9.2],Southern Africa,6.0
Congo,Both sexes,4.8 [3.3-6.6],Central Africa,4.8
Congo,Male,2.1 [1.0-3.8],Central Africa,2.1
Congo,Female,7.3 [4.7-10.4],Central Africa,7.3
Cook Islands,Both sexes,43.3 [37.7-49.0],Oceania,43.3
Cook Islands,Male,37.7 [29.7-45.9],Oceania,37.7
Cook Islands,Female,49.0 [41.2-56.5],Oceania,49.0
Costa Rica,Both sexes,13.7 [10.7-17.1],Central America,13.7
Costa Rica,Male,9.6 [6.0-13.9],Central America,9.6
Costa Rica,Female,17.9 [13.2-23.3],Central America,17.9
Croatia,Both sexes,16.9 [13.6-20.5],Balkans,16.9
Croatia,Male,14.8 [10.5-20.0],Balkans,14.8
Croatia,Female,18.5 [14.0-23.7],Balkans,18.5
Cuba,Both sexes,16.5 [13.2-20.0],Caribbean,16.5
Cuba,Male,10.5 [6.8-14.8],Caribbean,10.5
Cuba,Female,22.5 [17.3-28.1],Caribbean,22.5
Cyprus,Both sexes,15.7 [12.0-19.7],Balkans,15.7
Cyprus,Male,14.2 [9.1-20.1],Balkans,14.2
Cyprus,Female,17.1 [11.9-22.9],Balkans,17.1
Czechia,Both sexes,20.5 [17.1-24.2],Eastern Europe,20.5
Czechia,Male,18.7 [14.0-23.9],Eastern Europe,18.7
Czechia,Female,22.0 [17.3-27.2],Eastern Europe,22.0
Côte d'Ivoire,Both sexes,4.5 [3.2-6.1],West Africa,4.5
Côte d'Ivoire,Male,2.1 [1.0-3.7],West Africa,2.1
Côte d'Ivoire,Female,7.5 [5.0-10.5],West Africa,7.5
Democratic People's Republic of Korea,Both sexes,3.8 [2.2-5.9],East Asia,3.8
Democratic People's Republic of Korea,Male,2.7 [1.2-5.1],East Asia,2.7
Democratic People's Republic of Korea,Female,4.6 [2.3-7.9],East Asia,4.6
Democratic Republic of the Congo,Both sexes,2.8 [1.7-4.3],Central Africa,2.8
Democratic Republic of the Congo,Male,1.2 [0.5-2.5],Central Africa,1.2
Democratic Republic of the Congo,Female,4.2 [2.3-6.8],Central Africa,4.2
Denmark,Both sexes,13.4 [11.1-15.9],Northern Europe,13.4
Denmark,Male,14.0 [10.7-17.5],Northern Europe,14.0
Denmark,Female,12.8 [9.5-16.4],Northern Europe,12.8
Djibouti,Both sexes,8.9 [6.1-12.2],East Africa,8.9
Djibouti,Male,4.9 [2.4-8.5],East Africa,4.9
Djibouti,Female,12.8 [8.0-18.5],East Africa,12.8
Dominica,Both sexes,18.5 [14.5-22.8],Caribbean,18.5
Dominica,Male,10.9 [6.5-16.2],Caribbean,10.9
Dominica,Female,25.7 [19.2-32.8],Caribbean,25.7
Dominican Republic,Both sexes,14.9 [12.0-18.1],Caribbean,14.9
Dominican Republic,Male,9.0 [5.7-12.9],Caribbean,9.0
Dominican Republic,Female,20.9 [16.1-26.0],Caribbean,20.9
Ecuador,Both sexes,12.4 [9.1-16.3],South America,12.4
Ecuador,Male,8.1 [4.4-13.0],South America,8.1
Ecuador,Female,16.6 [11.2-22.5],South America,16.6
Egypt,Both sexes,21.2 [18.2-24.5],North Africa,21.2
Egypt,Male,12.6 [9.1-16.7],North Africa,12.6
Egypt,Female,29.4 [24.5-34.6],North Africa,29.4
El Salvador,Both sexes,14.4 [11.0-18.3],Central America,14.4
El Salvador,Male,9.6 [5.6-14.6],Central America,9.6
El Salvador,Female,18.4 [13.4-24.2],Central America,18.4
Equatorial Guinea,Both sexes,3.9 [2.3-6.0],Central Africa,3.9
Equatorial Guinea,Male,1.6 [0.6-3.3],Central Africa,1.6
Equatorial Guinea,Female,6.5 [3.6-10.5],Central Africa,6.5
Eritrea,Both sexes,2.0 [1.3-3.1],East Africa,2.0
Eritrea,Male,0.7 [0.3-1.5],East Africa,0.7
Eritrea,Female,3.1 [1.8-5.0],East Africa,3.1
Estonia,Both sexes,17.0 [14.5-19.7],Eastern Europe,17.0
Estonia,Male,13.7 [10.5-17.3],Eastern Europe,13.7
Estonia,Female,19.5 [15.8-23.6],Eastern Europe,19.5
Eswatini,Both sexes,10.1 [7.2-13.5],Southern Africa,10.1
Eswatini,Male,2.3 [1.1-4.4],Southern Africa,2.3
Eswatini,Female,16.7 [11.4-22.8],Southern Africa,16.7
Ethiopia,Both sexes,1.7 [1.0-2.7],East Africa,1.7
Ethiopia,Male,0.7 [0.3-1.4],East Africa,0.7
Ethiopia,Female,2.8 [1.5-4.5],East Africa,2.8
Fiji,Both sexes,19.9 [15.3-24.6],Oceania,19.9
Fiji,Male,14.3 [8.7-20.8],Oceania,14.3
Fiji,Female,25.3 [18.4-32.5],Oceania,25.3
Finland,Both sexes,15.6 [13.6-17.6],Northern Europe,15.6
Finland,Male,15.5 [12.6-18.6],Northern Europe,15.5
Finland,Female,15.5 [12.9-18.4],Northern Europe,15.5
France,Both sexes,15.1 [12.5-18.0],Western Europe,15.1
France,Male,14.0 [10.3-18.2],Western Europe,14.0
France,Female,16.1 [12.4-20.3],Western Europe,16.1
Gabon,Both sexes,8.6 [5.7-11.8],Central Africa,8.6
Gabon,Male,4.2 [1.9-7.7],Central Africa,4.2
Gabon,Female,12.5 [7.8-18.1],Central Africa,12.5
Gambia,Both sexes,4.2 [2.9-5.9],West Africa,4.2
Gambia,Male,1.9 [0.9-3.3],West Africa,1.9
Gambia,Female,6.8 [4.3-9.9],West Africa,6.8
Georgia,Both sexes,13.1 [9.6-16.9],Eastern Europe,13.1
Georgia,Male,10.5 [6.3-16.1],Eastern Europe,10.5
Georgia,Female,15.2 [10.3-20.8],Eastern Europe,15.2
Germany,Both sexes,15.6 [13.9-17.4],Northern Europe,15.6
Germany,Male,15.7 [13.1-18.3],Northern Europe,15.7
Germany,Female,15.2 [13.0-17.7],Northern Europe,15.2
Ghana,Both sexes,4.9 [3.7-6.4],West Africa,4.9
Ghana,Male,1.6 [0.9-2.7],West Africa,1.6
Ghana,Female,8.2 [5.9-10.9],West Africa,8.2
Greece,Both sexes,17.8 [14.5-21.5],Balkans,17.8
Greece,Male,15.2 [10.7-20.3],Balkans,15.2
Greece,Female,20.2 [15.4-25.8],Balkans,20.2
Grenada,Both sexes,12.6 [9.3-16.4],Caribbean,12.6
Grenada,Male,6.4 [3.5-10.3],Caribbean,6.4
Grenada,Female,18.1 [12.6-24.5],Caribbean,18.1
Guatemala,Both sexes,12.1 [9.3-15.1],Central America,12.1
Guatemala,Male,7.5 [4.4-11.6],Central America,7.5
Guatemala,Female,16.3 [12.0-21.1],Central America,16.3
Guinea,Both sexes,3.4 [2.3-4.7],West Africa,3.4
Guinea,Male,1.4 [0.6-2.6],West Africa,1.4
Guinea,Female,5.2 [3.2-7.7],West Africa,5.2
Guinea-Bissau,Both sexes,3.8 [2.5-5.6],West Africa,3.8
Guinea-Bissau,Male,1.6 [0.7-3.0],West Africa,1.6
Guinea-Bissau,Female,5.9 [3.5-9.1],West Africa,5.9
Guyana,Both sexes,11.1 [8.0-14.7],South America,11.1
Guyana,Male,5.8 [3.1-9.7],South America,5.8
Guyana,Female,16.6 [11.2-22.8],South America,16.6
Haiti,Both sexes,10.0 [7.3-13.2],Caribbean,10.0
Haiti,Male,6.1 [3.2-10.2],Caribbean,6.1
Haiti,Female,13.5 [9.3-18.2],Caribbean,13.5
Honduras,Both sexes,11.7 [8.8-15.0],Central America,11.7
Honduras,Male,7.4 [4.1-11.5],Central America,7.4
Honduras,Female,15.9 [11.4-21.0],Central America,15.9
Hungary,Both sexes,19.0 [15.6-22.7],Eastern Europe,19.0
Hungary,Male,18.3 [13.5-23.5],Eastern Europe,18.3
Hungary,Female,19.5 [14.8-24.8],Eastern Europe,19.5
Iceland,Both sexes,15.3 [12.8-18.0],Northern Europe,15.3
Iceland,Male,15.5 [11.7-19.5],Northern Europe,15.5
Iceland,Female,15.2 [11.8-19.0],Northern Europe,15.2
India,Both sexes,1.5 [1.2-1.8],South Asia,1.5
India,Male,0.8 [0.6-1.2],South Asia,0.8
India,Female,2.1 [1.6-2.7],South Asia,2.1
Indonesia,Both sexes,2.2 [1.6-3.1],Southeast Asia,2.2
Indonesia,Male,1.1 [0.6-1.8],Southeast Asia,1.1
Indonesia,Female,3.3 [2.1-4.8],Southeast Asia,3.3
Iran (Islamic Republic of),Both sexes,15.6 [13.6-17.6],Central Asia,15.6
Iran (Islamic Republic of),Male,9.5 [7.4-11.8],Central Asia,9.5
Iran (Islamic Republic of),Female,21.8 [18.6-25.3],Central Asia,21.8
Iraq,Both sexes,21.4 [17.6-25.5],Middle East,21.4
Iraq,Male,14.2 [9.5-19.6],Middle East,14.2
Iraq,Female,28.3 [22.1-34.9],Middle East,28.3
