Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,5.5 [3.4-8.1],South Asia,5.5
Afghanistan,Male,3.2 [1.3-6.4],South Asia,3.2
Afghanistan,Female,7.6 [4.3-12.4],South Asia,7.6
Albania,Both sexes,21.7 [17.0-26.7],Balkans,21.7
Albania,Male,21.6 [14.8-29.0],Balkans,21.6
Albania,Female,21.8 [15.3-28.9],Balkans,21.8
Algeria,Both sexes,27.4 [22.5-32.7],North Africa,27.4
Algeria,Male,19.9 [13.6-27.1],North Africa,19.9
Algeria,Female,34.9 [27.6-42.7],North Africa,34.9
Andorra,Both sexes,25.6 [20.1-31.3],Southern Europe,25.6
Andorra,Male,25.9 [18.0-34.3],Southern Europe,25.9
Andorra,Female,25.3 [17.7-33.7],Southern Europe,25.3
Angola,Both sexes,8.2 [5.1-12.2],Southern Africa,8.2
Angola,Male,4.0 [1.6-7.9],Southern Africa,4.0
Angola,Female,12.1 [6.8-19.0],Southern Africa,12.1
Antigua and Barbuda,Both sexes,18.9 [13.8-24.6],Caribbean,18.9
Antigua and Barbuda,Male,11.6 [6.4-18.6],Caribbean,11.6
Antigua and Barbuda,Female,25.9 [17.6-35.2],Caribbean,25.9
Argentina,Both sexes,28.3 [23.4-33.5],South America,28.3
Argentina,Male,27.3 [20.5-35.0],South America,27.3
Argentina,Female,29.0 [22.5-36.0],South America,29.0
Armenia,Both sexes,20.2 [15.7-24.8],Eastern Europe,20.2
Armenia,Male,17.1 [11.1-24.0],Eastern Europe,17.1
Armenia,Female,23.0 [16.6-29.9],Eastern Europe,23.0
Australia,Both sexes,29.0 [25.3-32.9],Oceania,29.0
Australia,Male,29.6 [24.2-35.3],Oceania,29.6
Australia,Female,28.4 [23.1-33.9],Oceania,28.4
Austria,Both sexes,20.1 [15.9-24.6],Eastern Europe,20.1
Austria,Male,21.9 [15.6-29.0],Eastern Europe,21.9
Austria,Female,18.3 [12.9-24.4],Eastern Europe,18.3
Azerbaijan,Both sexes,19.9 [15.3-24.9],Eastern Europe,19.9
Azerbaijan,Male,15.8 [9.9-22.9],Eastern Europe,15.8
Azerbaijan,Female,23.6 [16.7-31.0],Eastern Europe,23.6
Bahamas,Both sexes,31.6 [25.6-37.8],Caribbean,31.6
Bahamas,Male,24.4 [16.2-33.4],Caribbean,24.4
Bahamas,Female,38.1 [29.0-47.3],Caribbean,38.1
Bahrain,Both sexes,29.8 [24.6-35.2],Middle East,29.8
Bahrain,Male,25.5 [18.3-32.7],Middle East,25.5
Bahrain,Female,36.8 [29.2-44.6],Middle East,36.8
Bangladesh,Both sexes,3.6 [2.4-5.1],South Asia,3.6
Bangladesh,Male,2.3 [1.1-4.0],South Asia,2.3
Bangladesh,Female,5.0 [3.1-7.5],South Asia,5.0
Barbados,Both sexes,23.1 [18.3-28.4],Caribbean,23.1
Barbados,Male,14.7 [9.4-21.4],Caribbean,14.7
Barbados,Female,31.3 [23.7-39.3],Caribbean,31.3
Belarus,Both sexes,24.5 [19.4-30.0],Eastern Europe,24.5
Belarus,Male,22.1 [15.1-29.5],Eastern Europe,22.1
Belarus,Female,26.3 [18.9-34.2],Eastern Europe,26.3
Belgium,Both sexes,22.1 [18.6-25.7],Western Europe,22.1
Belgium,Male,23.1 [18.0-28.6],Western Europe,23.1
Belgium,Female,21.0 [16.1-26.1],Western Europe,21.0
Belize,Both sexes,24.1 [19.0-29.8],Central America,24.1
Belize,Male,16.5 [10.4-24.1],Central America,16.5
Belize,Female,31.5 [23.4-40.0],Central America,31.5
Benin,Both sexes,9.6 [7.0-12.6],West Africa,9.6
Benin,Male,4.7 [2.4-7.9],West Africa,4.7
Benin,Female,14.2 [9.9-19.1],West Africa,14.2
Bhutan,Both sexes,6.4 [4.3-9.0],South Asia,6.4
Bhutan,Male,4.7 [2.3-8.2],South Asia,4.7
Bhutan,Female,8.5 [5.1-12.9],South Asia,8.5
Bolivia (Plurinational State of),Both sexes,20.2 [15.4-25.4],South America,20.2
Bolivia (Plurinational State of),Male,14.5 [8.4-22.1],South America,14.5
Bolivia (Plurinational State of),Female,25.6 [18.5-33.2],South America,25.6
Bosnia and Herzegovina,Both sexes,17.9 [13.9-22.3],Balkans,17.9
Bosnia and Herzegovina,Male,17.1 [11.6-23.5],Balkans,17.1
Bosnia and Herzegovina,Female,18.4 [12.8-24.9],Balkans,18.4
Botswana,Both sexes,18.9 [14.6-23.5],Southern Africa,18.9
