Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,2.4 [1.4-3.8],South Asia,2.4
Afghanistan,Male,1.3 [0.5-2.7],South Asia,1.3
Afghanistan,Female,3.6 [1.9-6.2],South Asia,3.6
Albania,Both sexes,13.6 [10.3-17.3],Balkans,13.6
Albania,Male,12.1 [7.7-17.3],Balkans,12.1
Albania,Female,15.0 [10.4-20.2],Balkans,15.0
Algeria,Both sexes,17.9 [14.4-21.6],North Africa,17.9
Algeria,Male,10.8 [6.9-15.4],North Africa,10.8
Algeria,Female,24.9 [19.3-30.9],North Africa,24.9
Andorra,Both sexes,22.5 [17.9-27.3],Southern Europe,22.5
Andorra,Male,20.9 [14.4-28.1],Southern Europe,20.9
Andorra,Female,23.9 [17.4-30.8],Southern Europe,23.9
Angola,Both sexes,3.8 [2.2-6.1],Southern Africa,3.8
Angola,Male,1.5 [0.5-3.2],Southern Africa,1.5
Angola,Female,5.9 [3.0-9.9],Southern Africa,5.9
Antigua and Barbuda,Both sexes,13.0 [9.5-17.0],Caribbean,13.0
Antigua and Barbuda,Male,7.1 [3.9-11.3],Caribbean,7.1
Antigua and Barbuda,Female,18.6 [12.7-25.5],Caribbean,18.6
Argentina,Both sexes,21.2 [17.8-24.8],South America,21.2
Argentina,Male,19.6 [14.7-24.9],South America,19.6
Argentina,Female,22.5 [18.0-27.7],South America,22.5
Armenia,Both sexes,14.4 [11.1-18.2],Eastern Europe,14.4
Armenia,Male,11.2 [6.7-16.6],Eastern Europe,11.2
Armenia,Female,17.1 [12.3-22.5],Eastern Europe,17.1
Australia,Both sexes,20.7 [18.5-23.2],Oceania,20.7
Australia,Male,20.5 [17.1-24.0],Oceania,20.5
Australia,Female,21.0 [17.8-24.3],Oceania,21.0
Austria,Both sexes,14.3 [11.5-17.4],Eastern Europe,14.3
Austria,Male,14.8 [10.7-19.6],Eastern Europe,14.8
Austria,Female,13.8 [10.2-17.8],Eastern Europe,13.8
Azerbaijan,Both sexes,12.8 [9.6-16.5],Eastern Europe,12.8
Azerbaijan,Male,9.2 [5.3-14.1],Eastern Europe,9.2
Azerbaijan,Female,15.9 [11.2-21.4],Eastern Europe,15.9
Bahamas,Both sexes,24.3 [19.5-29.3],Caribbean,24.3
Bahamas,Male,16.4 [10.6-23.2],Caribbean,16.4
Bahamas,Female,31.4 [24.0-39.0],Caribbean,31.4
Bahrain,Both sexes,23.3 [19.5-27.3],Middle East,23.3
Bahrain,Male,18.0 [12.9-23.5],Middle East,18.0
Bahrain,Female,31.1 [25.4-36.9],Middle East,31.1
Bangladesh,Both sexes,1.4 [0.9-2.0],South Asia,1.4
Bangladesh,Male,0.8 [0.3-1.4],South Asia,0.8
Bangladesh,Female,2.1 [1.2-3.2],South Asia,2.1
Barbados,Both sexes,15.6 [12.5-19.0],Caribbean,15.6
Barbados,Male,8.4 [5.4-12.3],Caribbean,8.4
Barbados,Female,22.3 [17.3-28.2],Caribbean,22.3
Belarus,Both sexes,19.1 [14.9-23.6],Eastern Europe,19.1
Belarus,Male,14.7 [9.7-20.8],Eastern Europe,14.7
Belarus,Female,22.7 [16.4-29.3],Eastern Europe,22.7
Belgium,Both sexes,17.3 [15.0-19.7],Western Europe,17.3
Belgium,Male,16.7 [13.6-20.1],Western Europe,16.7
Belgium,Female,17.8 [14.8-21.0],Western Europe,17.8
Belize,Both sexes,16.9 [13.1-20.9],Central America,16.9
Belize,Male,10.1 [6.3-15.1],Central America,10.1
Belize,Female,23.5 [17.4-30.2],Central America,23.5
Benin,Both sexes,5.2 [3.8-7.0],West Africa,5.2
Benin,Male,2.2 [1.1-3.8],West Africa,2.2
Benin,Female,7.9 [5.4-10.8],West Africa,7.9
Bhutan,Both sexes,2.6 [1.6-3.9],South Asia,2.6
Bhutan,Male,1.6 [0.7-3.1],South Asia,1.6
Bhutan,Female,3.8 [2.1-6.1],South Asia,3.8
Bolivia (Plurinational State of),Both sexes,13.6 [10.2-17.4],South America,13.6
Bolivia (Plurinational State of),Male,8.6 [4.7-13.8],South America,8.6
Bolivia (Plurinational State of),Female,18.2 [12.9-24.1],South America,18.2
Bosnia and Herzegovina,Both sexes,12.8 [9.9-16.2],Balkans,12.8
Bosnia and Herzegovina,Male,11.1 [7.1-16.0],Balkans,11.1
Bosnia and Herzegovina,Female,14.3 [10.1-19.1],Balkans,14.3
Botswana,Both sexes,13.6 [10.1-17.3],Southern Africa,13.6
Botswana,Male,4.1 [2.1-7.1],Southern Africa,4.1
Botswana,Female,21.9 [15.7-28.6],Southern Africa,21.9
Brazil,Both sexes,15.0 [13.1-17.1],South America,15.0
Brazil,Male,11.4 [8.9-14.1],South America,11.4
Brazil,Female,18.2 [15.3-21.3],South America,18.2
Brunei Darussalam,Both sexes,7.5 [5.3-10.2],Southeast Asia,7.5
Brunei Darussalam,Male,5.6 [3.1-9.1],Southeast Asia,5.6
