Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,1.2 [0.6-2.1],South Asia,1.2
Afghanistan,Male,0.5 [0.2-1.2],South Asia,0.5
Afghanistan,Female,1.7 [0.7-3.4],South Asia,1.7
Albania,Both sexes,9.3 [6.4-12.8],Balkans,9.3
Albania,Male,7.3 [3.9-11.9],Balkans,7.3
Albania,Female,11.3 [6.9-16.6],Balkans,11.3
Algeria,Both sexes,11.5 [8.2-15.0],North Africa,11.5
Algeria,Male,5.7 [3.0-9.2],North Africa,5.7
Algeria,Female,16.9 [11.4-23.0],North Africa,16.9
Andorra,Both sexes,19.0 [14.4-23.8],Southern Europe,19.0
Andorra,Male,16.1 [10.0-23.0],Southern Europe,16.1
Andorra,Female,21.6 [15.0-28.7],Southern Europe,21.6
Angola,Both sexes,1.8 [0.9-3.2],Southern Africa,1.8
Angola,Male,0.6 [0.2-1.5],Southern Africa,0.6
Angola,Female,2.9 [1.2-5.6],Southern Africa,2.9
Antigua and Barbuda,Both sexes,8.8 [5.9-12.2],Caribbean,8.8
Antigua and Barbuda,Male,4.2 [2.0-7.6],Caribbean,4.2
Antigua and Barbuda,Female,13.2 [8.0-19.5],Caribbean,13.2
Argentina,Both sexes,15.8 [12.4-19.5],South America,15.8
Argentina,Male,13.7 [9.2-19.1],South America,13.7
Argentina,Female,17.5 [12.9-22.9],South America,17.5
Armenia,Both sexes,10.9 [7.6-14.6],Eastern Europe,10.9
Armenia,Male,7.7 [4.0-12.6],Eastern Europe,7.7
Armenia,Female,13.5 [8.7-19.2],Eastern Europe,13.5
Australia,Both sexes,14.5 [12.4-16.8],Oceania,14.5
Australia,Male,13.9 [10.8-17.1],Oceania,13.9
Australia,Female,15.1 [12.2-18.2],Oceania,15.1
Austria,Both sexes,10.1 [7.8-12.7],Eastern Europe,10.1
Austria,Male,9.7 [6.5-13.8],Eastern Europe,9.7
Austria,Female,10.3 [7.2-13.8],Eastern Europe,10.3
Azerbaijan,Both sexes,9.3 [6.3-12.9],Eastern Europe,9.3
Azerbaijan,Male,6.1 [3.1-10.5],Eastern Europe,6.1
Azerbaijan,Female,11.9 [7.3-17.6],Eastern Europe,11.9
Bahamas,Both sexes,18.0 [13.5-23.0],Caribbean,18.0
Bahamas,Male,10.4 [5.9-16.3],Caribbean,10.4
Bahamas,Female,24.8 [17.6-32.7],Caribbean,24.8
Bahrain,Both sexes,18.4 [14.6-22.4],Middle East,18.4
Bahrain,Male,12.8 [8.3-18.1],Middle East,12.8
Bahrain,Female,26.6 [20.2-33.4],Middle East,26.6
Bangladesh,Both sexes,0.6 [0.3-1.0],South Asia,0.6
Bangladesh,Male,0.3 [0.1-0.6],South Asia,0.3
Bangladesh,Female,1.0 [0.5-1.7],South Asia,1.0
Barbados,Both sexes,11.2 [8.3-14.5],Caribbean,11.2
Barbados,Male,5.1 [2.9-8.2],Caribbean,5.1
Barbados,Female,16.2 [11.4-22.0],Caribbean,16.2
Belarus,Both sexes,14.8 [10.7-19.3],Eastern Europe,14.8
Belarus,Male,9.3 [5.3-14.6],Eastern Europe,9.3
Belarus,Female,19.1 [12.7-26.3],Eastern Europe,19.1
Belgium,Both sexes,13.5 [11.4-15.8],Western Europe,13.5
Belgium,Male,12.0 [9.2-15.1],Western Europe,12.0
Belgium,Female,14.8 [11.7-18.1],Western Europe,14.8
Belize,Both sexes,11.8 [8.5-15.5],Central America,11.8
Belize,Male,6.2 [3.3-10.2],Central America,6.2
Belize,Female,17.5 [11.8-24.1],Central America,17.5
Benin,Both sexes,2.7 [1.7-4.0],West Africa,2.7
Benin,Male,1.0 [0.4-2.0],West Africa,1.0
Benin,Female,4.1 [2.4-6.4],West Africa,4.1
Bhutan,Both sexes,1.0 [0.5-1.8],South Asia,1.0
