Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,4.7 [2.9-6.9],South Asia,4.7
Afghanistan,Male,2.7 [1.1-5.3],South Asia,2.7
Afghanistan,Female,6.6 [3.8-10.7],South Asia,6.6
Albania,Both sexes,19.9 [15.7-24.4],Balkans,19.9
Albania,Male,19.5 [13.4-26.3],Balkans,19.5
Albania,Female,20.4 [14.6-26.7],Balkans,20.4
Algeria,Both sexes,25.3 [20.9-30.1],North Africa,25.3
Algeria,Male,17.8 [12.3-24.1],North Africa,17.8
Algeria,Female,32.9 [26.4-39.8],North Africa,32.9
Andorra,Both sexes,25.0 [20.0-30.3],Southern Europe,25.0
Andorra,Male,24.8 [17.5-32.7],Southern Europe,24.8
Andorra,Female,25.1 [17.8-32.8],Southern Europe,25.1
Angola,Both sexes,7.1 [4.4-10.6],Southern Africa,7.1
Angola,Male,3.3 [1.3-6.4],Southern Africa,3.3
Angola,Female,10.6 [6.0-16.7],Southern Africa,10.6
Antigua and Barbuda,Both sexes,17.5 [12.9-22.5],Caribbean,17.5
Antigua and Barbuda,Male,10.5 [5.9-16.4],Caribbean,10.5
Antigua and Barbuda,Female,24.2 [16.7-32.6],Caribbean,24.2
Argentina,Both sexes,26.8 [22.6-31.3],South America,26.8
Argentina,Male,25.7 [19.7-32.3],South America,25.7
Argentina,Female,27.6 [22.0-33.7],South America,27.6
Armenia,Both sexes,18.8 [14.8-23.0],Eastern Europe,18.8
Armenia,Male,15.7 [10.3-22.1],Eastern Europe,15.7
Armenia,Female,21.7 [16.0-27.8],Eastern Europe,21.7
Australia,Both sexes,27.3 [24.2-30.6],Oceania,27.3
Australia,Male,27.7 [23.2-32.5],Oceania,27.7
Australia,Female,26.9 [22.5-31.5],Oceania,26.9
Austria,Both sexes,18.8 [15.1-22.8],Eastern Europe,18.8
Austria,Male,20.3 [14.8-26.4],Eastern Europe,20.3
Austria,Female,17.3 [12.6-22.5],Eastern Europe,17.3
Azerbaijan,Both sexes,18.2 [14.1-22.7],Eastern Europe,18.2
Azerbaijan,Male,14.2 [8.9-20.4],Eastern Europe,14.2
Azerbaijan,Female,21.8 [15.8-28.5],Eastern Europe,21.8
Bahamas,Both sexes,30.0 [24.5-35.7],Caribbean,30.0
Bahamas,Male,22.6 [15.4-30.6],Caribbean,22.6
Bahamas,Female,36.7 [28.3-45.2],Caribbean,36.7
Bahrain,Both sexes,28.2 [23.5-32.9],Middle East,28.2
Bahrain,Male,23.8 [17.5-30.2],Middle East,23.8
Bahrain,Female,35.6 [28.7-42.4],Middle East,35.6
Bangladesh,Both sexes,3.0 [2.0-4.1],South Asia,3.0
Bangladesh,Male,1.8 [0.9-3.2],South Asia,1.8
Bangladesh,Female,4.2 [2.7-6.2],South Asia,4.2
Barbados,Both sexes,21.4 [17.2-26.0],Caribbean,21.4
Barbados,Male,13.2 [8.7-18.9],Caribbean,13.2
Barbados,Female,29.4 [22.7-36.5],Caribbean,29.4
Belarus,Both sexes,23.4 [18.7-28.4],Eastern Europe,23.4
Belarus,Male,20.6 [14.2-27.4],Eastern Europe,20.6
Belarus,Female,25.6 [18.7-32.9],Eastern Europe,25.6
Belgium,Both sexes,21.0 [18.1-24.2],Western Europe,21.0
Belgium,Male,21.7 [17.5-26.3],Western Europe,21.7
Belgium,Female,20.3 [16.2-24.7],Western Europe,20.3
Belize,Both sexes,22.5 [17.9-27.5],Central America,22.5
Belize,Male,15.0 [9.6-21.6],Central America,15.0
Belize,Female,29.8 [22.4-37.5],Central America,29.8
Benin,Both sexes,8.6 [6.4-11.0],West Africa,8.6
Benin,Male,4.0 [2.2-6.7],West Africa,4.0
Benin,Female,12.7 [9.1-16.9],West Africa,12.7
Bhutan,Both sexes,5.5 [3.7-7.6],South Asia,5.5
Bhutan,Male,3.9 [2.0-6.8],South Asia,3.9
Bhutan,Female,7.4 [4.5-11.2],South Asia,7.4
Bolivia (Plurinational State of),Both sexes,18.8 [14.5-23.4],South America,18.8
Bolivia (Plurinational State of),Male,13.1 [7.7-19.9],South America,13.1
Bolivia (Plurinational State of),Female,24.0 [17.6-30.8],South America,24.0
Bosnia and Herzegovina,Both sexes,16.7 [13.2-20.6],Balkans,16.7
Bosnia and Herzegovina,Male,15.8 [10.8-21.3],Balkans,15.8
Bosnia and Herzegovina,Female,17.4 [12.4-23.1],Balkans,17.4
Botswana,Both sexes,17.9 [14.0-21.9],Southern Africa,17.9
Botswana,Male,7.2 [4.0-11.3],Southern Africa,7.2
Botswana,Female,27.9 [21.1-35.3],Southern Africa,27.9
Brazil,Both sexes,20.6 [17.8-23.5],South America,20.6
Brazil,Male,17.0 [13.4-21.0],South America,17.0
Brazil,Female,23.9 [19.8-28.3],South America,23.9
Brunei Darussalam,Both sexes,12.6 [9.4-16.1],Southeast Asia,12.6
Brunei Darussalam,Male,10.8 [6.8-15.7],Southeast Asia,10.8
