Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,1.9 [1.1-3.2],South Asia,1.9
Afghanistan,Male,1.0 [0.4-2.1],South Asia,1.0
Afghanistan,Female,2.9 [1.4-5.1],South Asia,2.9
Albania,Both sexes,12.0 [8.9-15.6],Balkans,12.0
Albania,Male,10.4 [6.2-15.4],Balkans,10.4
Albania,Female,13.7 [9.2-18.8],Balkans,13.7
Algeria,Both sexes,15.8 [12.4-19.4],North Africa,15.8
Algeria,Male,9.0 [5.5-13.3],North Africa,9.0
Algeria,Female,22.4 [16.7-28.3],North Africa,22.4
Andorra,Both sexes,21.5 [16.9-26.4],Southern Europe,21.5
Andorra,Male,19.5 [13.1-26.7],Southern Europe,19.5
Andorra,Female,23.3 [16.8-30.3],Southern Europe,23.3
Angola,Both sexes,3.1 [1.7-5.0],Southern Africa,3.1
Angola,Male,1.1 [0.4-2.5],Southern Africa,1.1
Angola,Female,4.8 [2.3-8.3],Southern Africa,4.8
Antigua and Barbuda,Both sexes,11.7 [8.3-15.4],Caribbean,11.7
Antigua and Barbuda,Male,6.1 [3.3-10.1],Caribbean,6.1
Antigua and Barbuda,Female,16.9 [11.3-23.7],Caribbean,16.9
Argentina,Both sexes,19.5 [16.1-23.2],South America,19.5
Argentina,Male,17.7 [12.9-23.0],South America,17.7
Argentina,Female,21.0 [16.4-26.1],South America,21.0
Armenia,Both sexes,13.3 [10.0-17.1],Eastern Europe,13.3
Armenia,Male,10.1 [5.7-15.3],Eastern Europe,10.1
Armenia,Female,15.9 [11.1-21.4],Eastern Europe,15.9
Australia,Both sexes,18.6 [16.4-21.0],Oceania,18.6
Australia,Male,18.2 [14.9-21.7],Oceania,18.2
Australia,Female,18.9 [15.9-22.2],Oceania,18.9
Austria,Both sexes,12.9 [10.3-15.9],Eastern Europe,12.9
Austria,Male,13.1 [9.2-17.8],Eastern Europe,13.1
Austria,Female,12.6 [9.3-16.5],Eastern Europe,12.6
Azerbaijan,Both sexes,11.7 [8.5-15.3],Eastern Europe,11.7
Azerbaijan,Male,8.2 [4.5-12.9],Eastern Europe,8.2
Azerbaijan,Female,14.6 [9.9-20.1],Eastern Europe,14.6
Bahamas,Both sexes,22.4 [17.6-27.3],Caribbean,22.4
Bahamas,Male,14.5 [8.9-21.1],Caribbean,14.5
Bahamas,Female,29.5 [22.1-37.2],Caribbean,29.5
Bahrain,Both sexes,21.7 [18.0-25.7],Middle East,21.7
Bahrain,Male,16.3 [11.4-21.7],Middle East,16.3
Bahrain,Female,29.7 [24.0-35.7],Middle East,29.7
Bangladesh,Both sexes,1.1 [0.7-1.6],South Asia,1.1
Bangladesh,Male,0.6 [0.2-1.1],South Asia,0.6
Bangladesh,Female,1.7 [0.9-2.6],South Asia,1.7
Barbados,Both sexes,13.8 [10.8-17.2],Caribbean,13.8
Barbados,Male,7.1 [4.4-10.6],Caribbean,7.1
Barbados,Female,20.0 [15.0-25.8],Caribbean,20.0
Belarus,Both sexes,17.9 [13.7-22.3],Eastern Europe,17.9
Belarus,Male,13.1 [8.2-19.0],Eastern Europe,13.1
Belarus,Female,21.7 [15.4-28.5],Eastern Europe,21.7
Belgium,Both sexes,16.1 [13.8-18.4],Western Europe,16.1
Belgium,Male,15.2 [12.1-18.5],Western Europe,15.2
Belgium,Female,16.9 [13.8-20.1],Western Europe,16.9
Belize,Both sexes,15.0 [11.4-18.8],Central America,15.0
