Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,1.0 [0.5-1.9],South Asia,1.0
Afghanistan,Male,0.4 [0.1-1.1],South Asia,0.4
Afghanistan,Female,1.5 [0.6-3.1],South Asia,1.5
Albania,Both sexes,8.7 [6.0-12.3],Balkans,8.7
Albania,Male,6.8 [3.5-11.3],Balkans,6.8
Albania,Female,10.8 [6.5-16.4],Balkans,10.8
Algeria,Both sexes,10.6 [7.4-14.1],North Africa,10.6
Algeria,Male,5.1 [2.6-8.5],North Africa,5.1
Algeria,Female,15.7 [10.4-21.8],North Africa,15.7
Andorra,Both sexes,18.2 [13.7-23.1],Southern Europe,18.2
Andorra,Male,15.2 [9.4-22.0],Southern Europe,15.2
Andorra,Female,21.0 [14.5-28.3],Southern Europe,21.0
Angola,Both sexes,1.6 [0.7-2.9],Southern Africa,1.6
Angola,Male,0.5 [0.1-1.4],Southern Africa,0.5
Angola,Female,2.6 [1.0-5.1],Southern Africa,2.6
Antigua and Barbuda,Both sexes,8.2 [5.4-11.6],Caribbean,8.2
Antigua and Barbuda,Male,3.8 [1.8-7.0],Caribbean,3.8
Antigua and Barbuda,Female,12.4 [7.4-18.7],Caribbean,12.4
Argentina,Both sexes,15.0 [11.6-18.7],South America,15.0
Argentina,Male,12.9 [8.4-18.3],South America,12.9
Argentina,Female,16.8 [12.1-22.4],South America,16.8
Armenia,Both sexes,10.3 [7.1-14.0],Eastern Europe,10.3
Armenia,Male,7.2 [3.6-11.9],Eastern Europe,7.2
Armenia,Female,13.0 [8.1-18.7],Eastern Europe,13.0
Australia,Both sexes,13.8 [11.7-16.1],Oceania,13.8
Australia,Male,13.2 [10.1-16.3],Oceania,13.2
Australia,Female,14.4 [11.5-17.6],Oceania,14.4
Austria,Both sexes,9.6 [7.3-12.1],Eastern Europe,9.6
Austria,Male,9.1 [5.9-13.0],Eastern Europe,9.1
Austria,Female,9.8 [6.8-13.3],Eastern Europe,9.8
Azerbaijan,Both sexes,8.8 [5.9-12.4],Eastern Europe,8.8
Azerbaijan,Male,5.7 [2.8-9.9],Eastern Europe,5.7
Azerbaijan,Female,11.3 [6.8-17.2],Eastern Europe,11.3
Bahamas,Both sexes,17.0 [12.5-21.9],Caribbean,17.0
Bahamas,Male,9.5 [5.2-15.1],Caribbean,9.5
Bahamas,Female,23.6 [16.4-31.7],Caribbean,23.6
Bahrain,Both sexes,17.7 [14.0-21.8],Middle East,17.7
Bahrain,Male,12.1 [7.6-17.4],Middle East,12.1
Bahrain,Female,25.9 [19.4-32.8],Middle East,25.9
Bangladesh,Both sexes,0.5 [0.3-0.9],South Asia,0.5
Bangladesh,Male,0.2 [0.1-0.5],South Asia,0.2
Bangladesh,Female,0.8 [0.4-1.6],South Asia,0.8
Barbados,Both sexes,10.8 [7.9-14.2],Caribbean,10.8
Barbados,Male,4.8 [2.7-7.9],Caribbean,4.8
Barbados,Female,15.6 [10.7-21.5],Caribbean,15.6
Belarus,Both sexes,14.1 [9.9-18.6],Eastern Europe,14.1
Belarus,Male,8.5 [4.7-13.6],Eastern Europe,8.5
Belarus,Female,18.3 [11.9-25.8],Eastern Europe,18.3
Belgium,Both sexes,13.0 [10.8-15.3],Western Europe,13.0
Belgium,Male,11.4 [8.5-14.5],Western Europe,11.4
Belgium,Female,14.4 [11.2-17.8],Western Europe,14.4
Belize,Both sexes,11.2 [7.9-15.0],Central America,11.2
Belize,Male,5.8 [3.0-9.7],Central America,5.8
Belize,Female,16.8 [11.0-23.3],Central America,16.8
Benin,Both sexes,2.4 [1.4-3.7],West Africa,2.4
Benin,Male,0.8 [0.3-1.7],West Africa,0.8
Benin,Female,3.7 [2.0-5.9],West Africa,3.7
Bhutan,Both sexes,0.9 [0.4-1.6],South Asia,0.9
Bhutan,Male,0.5 [0.1-1.1],South Asia,0.5
Bhutan,Female,1.4 [0.6-2.7],South Asia,1.4
Bolivia (Plurinational State of),Both sexes,7.7 [5.0-11.1],South America,7.7
Bolivia (Plurinational State of),Male,4.0 [1.7-7.7],South America,4.0
Bolivia (Plurinational State of),Female,11.1 [6.5-16.9],South America,11.1
Bosnia and Herzegovina,Both sexes,8.9 [6.2-12.3],Balkans,8.9
Bosnia and Herzegovina,Male,6.6 [3.5-10.7],Balkans,6.6
Bosnia and Herzegovina,Female,10.8 [6.6-16.2],Balkans,10.8
Botswana,Both sexes,5.7 [3.3-8.8],Southern Africa,5.7
Botswana,Male,0.9 [0.3-2.1],Southern Africa,0.9
Botswana,Female,9.6 [5.4-15.4],Southern Africa,9.6
Brazil,Both sexes,8.6 [6.7-10.7],South America,8.6
Brazil,Male,5.7 [3.8-8.2],South America,5.7
Brazil,Female,11.4 [8.3-15.0],South America,11.4
Brunei Darussalam,Both sexes,3.6 [2.2-5.4],Southeast Asia,3.6
Brunei Darussalam,Male,2.3 [0.9-4.3],Southeast Asia,2.3
Brunei Darussalam,Female,5.2 [2.7-8.7],Southeast Asia,5.2
Bulgaria,Both sexes,14.2 [10.4-18.5],Balkans,14.2
Bulgaria,Male,11.5 [6.8-17.1],Balkans,11.5
Bulgaria,Female,16.7 [10.9-23.4],Balkans,16.7
Burkina Faso,Both sexes,0.9 [0.5-1.6],West Africa,0.9
Burkina Faso,Male,0.3 [0.1-0.8],West Africa,0.3
Burkina Faso,Female,1.4 [0.6-2.5],West Africa,1.4
Burundi,Both sexes,1.1 [0.5-2.1],East Africa,1.1
Burundi,Male,0.4 [0.1-0.9],East Africa,0.4
Burundi,Female,1.8 [0.7-3.4],East Africa,1.8
Cabo Verde,Both sexes,2.4 [1.3-3.9],West Africa,2.4
Cabo Verde,Male,0.8 [0.3-1.7],West Africa,0.8
Cabo Verde,Female,3.5 [1.7-6.0],West Africa,3.5
Cambodia,Both sexes,0.6 [0.3-1.0],Southeast Asia,0.6
Cambodia,Male,0.3 [0.1-0.7],Southeast Asia,0.3
Cambodia,Female,0.8 [0.3-1.5],Southeast Asia,0.8
Cameroon,Both sexes,2.8 [1.8-4.1],Central Africa,2.8
Cameroon,Male,1.0 [0.4-2.1],Central Africa,1.0
Cameroon,Female,4.5 [2.6-6.8],Central Africa,4.5
Canada,Both sexes,13.5 [11.1-16.0],North America,13.5
Canada,Male,12.6 [9.3-16.2],North America,12.6
Canada,Female,14.3 [11.0-17.9],North America,14.3
Central African Republic,Both sexes,2.1 [1.1-3.6],Central Africa,2.1
Central African Republic,Male,0.8 [0.2-1.8],Central Africa,0.8
Central African Republic,Female,3.3 [1.5-6.1],Central Africa,3.3
Chad,Both sexes,1.4 [0.8-2.4],North Africa,1.4
Chad,Male,0.6 [0.2-1.3],North Africa,0.6
Chad,Female,2.2 [1.1-3.9],North Africa,2.2
Chile,Both sexes,15.2 [11.9-18.8],South America,15.2
Chile,Male,11.6 [7.6-16.3],South America,11.6
Chile,Female,18.4 [13.4-23.9],South America,18.4
China,Both sexes,0.9 [0.7-1.3],East Asia,0.9
China,Male,0.5 [0.3-0.8],East Asia,0.5
China,Female,1.4 [0.9-1.9],East Asia,1.4
