Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,3.6 [2.2-5.4],South Asia,3.6
Afghanistan,Male,2.0 [0.8-3.9],South Asia,2.0
Afghanistan,Female,5.2 [2.9-8.4],South Asia,5.2
Albania,Both sexes,17.0 [13.4-21.0],Balkans,17.0
Albania,Male,16.1 [10.9-22.1],Balkans,16.1
Albania,Female,18.0 [12.9-23.6],Balkans,18.0
Algeria,Both sexes,22.0 [18.2-26.1],North Africa,22.0
Algeria,Male,14.6 [10.0-19.8],North Africa,14.6
Algeria,Female,29.5 [23.7-35.6],North Africa,29.5
Andorra,Both sexes,24.0 [19.4-29.0],Southern Europe,24.0
Andorra,Male,23.3 [16.6-30.4],Southern Europe,23.3
Andorra,Female,24.6 [18.0-31.7],Southern Europe,24.6
Angola,Both sexes,5.6 [3.4-8.4],Southern Africa,5.6
Angola,Male,2.4 [0.9-4.8],Southern Africa,2.4
Angola,Female,8.4 [4.7-13.5],Southern Africa,8.4
Antigua and Barbuda,Both sexes,15.5 [11.5-19.8],Caribbean,15.5
Antigua and Barbuda,Male,8.9 [5.1-13.8],Caribbean,8.9
Antigua and Barbuda,Female,21.7 [15.2-29.1],Caribbean,21.7
Argentina,Both sexes,24.4 [20.7-28.3],South America,24.4
Argentina,Male,23.0 [17.9-28.8],South America,23.0
Argentina,Female,25.4 [20.6-30.7],South America,25.4
Armenia,Both sexes,16.7 [13.3-20.5],Eastern Europe,16.7
Armenia,Male,13.6 [8.7-19.3],Eastern Europe,13.6
Armenia,Female,19.5 [14.4-25.1],Eastern Europe,19.5
Australia,Both sexes,24.6 [22.1-27.2],Oceania,24.6
Australia,Male,24.6 [20.9-28.5],Oceania,24.6
Australia,Female,24.5 [21.0-28.2],Oceania,24.5
Austria,Both sexes,16.9 [13.7-20.3],Eastern Europe,16.9
Austria,Male,17.9 [13.3-23.2],Eastern Europe,17.9
Austria,Female,15.8 [11.8-20.2],Eastern Europe,15.8
Azerbaijan,Both sexes,15.7 [12.0-19.6],Eastern Europe,15.7
Azerbaijan,Male,11.8 [7.3-17.2],Eastern Europe,11.8
Azerbaijan,Female,19.1 [13.9-25.0],Eastern Europe,19.1
Bahamas,Both sexes,27.6 [22.5-32.7],Caribbean,27.6
Bahamas,Male,19.9 [13.6-27.1],Caribbean,19.9
Bahamas,Female,34.5 [26.7-42.4],Caribbean,34.5
Bahrain,Both sexes,25.8 [21.7-29.9],Middle East,25.8
Bahrain,Male,21.1 [15.6-26.9],Middle East,21.1
Bahrain,Female,33.5 [27.6-39.6],Middle East,33.5
Bangladesh,Both sexes,2.2 [1.5-3.0],South Asia,2.2
Bangladesh,Male,1.3 [0.6-2.2],South Asia,1.3
Bangladesh,Female,3.2 [2.0-4.6],South Asia,3.2
Barbados,Both sexes,18.9 [15.4-22.7],Caribbean,18.9
Barbados,Male,11.0 [7.3-15.6],Caribbean,11.0
Barbados,Female,26.4 [20.7-32.7],Caribbean,26.4
Belarus,Both sexes,21.6 [17.3-26.1],Eastern Europe,21.6
Belarus,Male,18.1 [12.4-24.6],Eastern Europe,18.1
Belarus,Female,24.4 [18.0-31.2],Eastern Europe,24.4
Belgium,Both sexes,19.5 [17.0-22.0],Western Europe,19.5
Belgium,Male,19.6 [16.1-23.2],Western Europe,19.6
Belgium,Female,19.3 [15.9-22.9],Western Europe,19.3
Belize,Both sexes,20.0 [15.9-24.5],Central America,20.0
Belize,Male,12.8 [8.2-18.4],Central America,12.8
Belize,Female,27.1 [20.5-34.0],Central America,27.1
Benin,Both sexes,7.0 [5.3-9.0],West Africa,7.0
Benin,Male,3.1 [1.7-5.2],West Africa,3.1
Benin,Female,10.5 [7.6-13.9],West Africa,10.5
Bhutan,Both sexes,4.1 [2.7-5.8],South Asia,4.1
Bhutan,Male,2.8 [1.4-4.9],South Asia,2.8
Bhutan,Female,5.8 [3.4-8.8],South Asia,5.8
Bolivia (Plurinational State of),Both sexes,16.5 [12.8-20.6],South America,16.5
Bolivia (Plurinational State of),Male,11.1 [6.5-16.9],South America,11.1
Bolivia (Plurinational State of),Female,21.5 [15.8-27.6],South America,21.5
Bosnia and Herzegovina,Both sexes,14.9 [11.8-18.3],Balkans,14.9
Bosnia and Herzegovina,Male,13.7 [9.4-18.6],Balkans,13.7
Bosnia and Herzegovina,Female,16.0 [11.6-21.0],Balkans,16.0
Botswana,Both sexes,16.2 [12.5-20.0],Southern Africa,16.2
Botswana,Male,5.9 [3.3-9.3],Southern Africa,5.9
Botswana,Female,25.6 [19.1-32.4],Southern Africa,25.6
Brazil,Both sexes,18.2 [16.0-20.5],South America,18.2
Brazil,Male,14.6 [11.8-17.7],South America,14.6
Brazil,Female,21.5 [18.3-24.9],South America,21.5
Brunei Darussalam,Both sexes,10.2 [7.6-13.3],Southeast Asia,10.2
Brunei Darussalam,Male,8.3 [5.1-12.5],Southeast Asia,8.3
Brunei Darussalam,Female,12.1 [8.2-16.9],Southeast Asia,12.1
Bulgaria,Both sexes,21.6 [17.4-26.1],Balkans,21.6
Bulgaria,Male,21.1 [15.2-27.7],Balkans,21.1
Bulgaria,Female,21.9 [15.9-28.3],Balkans,21.9
Burkina Faso,Both sexes,3.5 [2.5-4.8],West Africa,3.5
Burkina Faso,Male,1.5 [0.7-2.6],West Africa,1.5
Burkina Faso,Female,5.2 [3.4-7.4],West Africa,5.2
Burundi,Both sexes,3.6 [2.3-5.2],East Africa,3.6
Burundi,Male,1.3 [0.6-2.6],East Africa,1.3
Burundi,Female,5.8 [3.4-8.8],East Africa,5.8
Cabo Verde,Both sexes,8.9 [6.4-11.7],West Africa,8.9
Cabo Verde,Male,4.6 [2.4-7.5],West Africa,4.6
Cabo Verde,Female,12.5 [8.4-17.2],West Africa,12.5
Cambodia,Both sexes,2.4 [1.6-3.5],Southeast Asia,2.4
