Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,4.2 [2.6-6.2],South Asia,4.2
Afghanistan,Male,2.4 [1.0-4.7],South Asia,2.4
Afghanistan,Female,6.0 [3.4-9.7],South Asia,6.0
Albania,Both sexes,18.8 [14.8-23.0],Balkans,18.8
Albania,Male,18.1 [12.5-24.5],Balkans,18.1
Albania,Female,19.4 [14.0-25.3],Balkans,19.4
Algeria,Both sexes,24.0 [19.9-28.4],North Africa,24.0
Algeria,Male,16.5 [11.4-22.3],North Africa,16.5
Algeria,Female,31.5 [25.4-38.2],North Africa,31.5
Andorra,Both sexes,24.6 [19.8-29.8],Southern Europe,24.6
Andorra,Male,24.2 [17.3-31.8],Southern Europe,24.2
Andorra,Female,24.9 [17.9-32.3],Southern Europe,24.9
Angola,Both sexes,6.5 [4.0-9.7],Southern Africa,6.5
Angola,Male,2.9 [1.1-5.8],Southern Africa,2.9
Angola,Female,9.7 [5.5-15.4],Southern Africa,9.7
Antigua and Barbuda,Both sexes,16.7 [12.4-21.3],Caribbean,16.7
Antigua and Barbuda,Male,9.8 [5.6-15.3],Caribbean,9.8
Antigua and Barbuda,Female,23.2 [16.1-31.1],Caribbean,23.2
Argentina,Both sexes,25.8 [21.9-30.1],South America,25.8
Argentina,Male,24.6 [19.1-30.7],South America,24.6
Argentina,Female,26.7 [21.5-32.4],South America,26.7
Armenia,Both sexes,17.9 [14.2-21.9],Eastern Europe,17.9
Armenia,Male,14.8 [9.7-20.8],Eastern Europe,14.8
Armenia,Female,20.8 [15.4-26.6],Eastern Europe,20.8
Australia,Both sexes,26.2 [23.4-29.2],Oceania,26.2
Australia,Male,26.4 [22.4-30.7],Oceania,26.4
Australia,Female,25.9 [22.0-30.1],Oceania,25.9
Austria,Both sexes,18.0 [14.6-21.7],Eastern Europe,18.0
Austria,Male,19.3 [14.3-25.1],Eastern Europe,19.3
Austria,Female,16.7 [12.3-21.5],Eastern Europe,16.7
Azerbaijan,Both sexes,17.2 [13.2-21.4],Eastern Europe,17.2
Azerbaijan,Male,13.2 [8.2-19.0],Eastern Europe,13.2
Azerbaijan,Female,20.7 [15.0-27.0],Eastern Europe,20.7
Bahamas,Both sexes,29.0 [23.7-34.4],Caribbean,29.0
Bahamas,Male,21.5 [14.7-29.1],Caribbean,21.5
Bahamas,Female,35.8 [27.8-44.0],Caribbean,35.8
Bahrain,Both sexes,27.1 [22.7-31.6],Middle East,27.1
Bahrain,Male,22.7 [16.7-28.8],Middle East,22.7
Bahrain,Female,34.7 [28.4-41.2],Middle East,34.7
Bangladesh,Both sexes,2.6 [1.8-3.6],South Asia,2.6
Bangladesh,Male,1.6 [0.8-2.7],South Asia,1.6
Bangladesh,Female,3.8 [2.4-5.5],South Asia,3.8
Barbados,Both sexes,20.4 [16.5-24.6],Caribbean,20.4
Barbados,Male,12.3 [8.1-17.5],Caribbean,12.3
Barbados,Female,28.2 [21.8-34.9],Caribbean,28.2
Belarus,Both sexes,22.7 [18.2-27.6],Eastern Europe,22.7
Belarus,Male,19.6 [13.5-26.2],Eastern Europe,19.6
Belarus,Female,25.1 [18.5-32.2],Eastern Europe,25.1
Belgium,Both sexes,20.4 [17.7-23.2],Western Europe,20.4
Belgium,Male,20.8 [17.0-24.9],Western Europe,20.8
Belgium,Female,19.9 [16.2-23.9],Western Europe,19.9
Belize,Both sexes,21.5 [17.2-26.2],Central America,21.5
Belize,Male,14.0 [9.1-20.1],Central America,14.0
Belize,Female,28.7 [21.6-35.9],Central America,28.7
Benin,Both sexes,7.9 [6.0-10.1],West Africa,7.9
Benin,Male,3.6 [2.0-6.0],West Africa,3.6
Benin,Female,11.8 [8.6-15.6],West Africa,11.8
Bhutan,Both sexes,4.9 [3.3-6.9],South Asia,4.9
Bhutan,Male,3.5 [1.7-6.0],South Asia,3.5
Bhutan,Female,6.7 [4.0-10.2],South Asia,6.7
Bolivia (Plurinational State of),Both sexes,17.9 [13.9-22.2],South America,17.9
Bolivia (Plurinational State of),Male,12.3 [7.2-18.7],South America,12.3
Bolivia (Plurinational State of),Female,23.0 [16.9-29.4],South America,23.0
Bosnia and Herzegovina,Both sexes,16.0 [12.7-19.6],Balkans,16.0
Bosnia and Herzegovina,Male,14.9 [10.2-20.1],Balkans,14.9
Bosnia and Herzegovina,Female,16.8 [12.2-22.2],Balkans,16.8
Botswana,Both sexes,17.2 [13.4-21.2],Southern Africa,17.2
Botswana,Male,6.6 [3.7-10.5],Southern Africa,6.6
Botswana,Female,27.0 [20.5-34.0],Southern Africa,27.0
Brazil,Both sexes,19.6 [17.1-22.2],South America,19.6
Brazil,Male,16.0 [12.8-19.5],South America,16.0
Brazil,Female,22.9 [19.2-26.8],South America,22.9
Brunei Darussalam,Both sexes,11.6 [8.6-14.9],Southeast Asia,11.6
Brunei Darussalam,Male,9.8 [6.1-14.3],Southeast Asia,9.8
Brunei Darussalam,Female,13.4 [9.1-18.4],Southeast Asia,13.4
Bulgaria,Both sexes,22.8 [18.3-27.5],Balkans,22.8
Bulgaria,Male,22.7 [16.4-29.6],Balkans,22.7
Bulgaria,Female,22.8 [16.4-29.6],Balkans,22.8
Burkina Faso,Both sexes,4.2 [3.0-5.7],West Africa,4.2
Burkina Faso,Male,1.8 [0.9-3.2],West Africa,1.8
Burkina Faso,Female,6.1 [4.1-8.8],West Africa,6.1
Burundi,Both sexes,4.2 [2.7-6.0],East Africa,4.2
Burundi,Male,1.6 [0.7-3.1],East Africa,1.6
Burundi,Female,6.7 [4.0-10.2],East Africa,6.7
Cabo Verde,Both sexes,9.9 [7.2-13.0],West Africa,9.9
Cabo Verde,Male,5.4 [2.9-8.7],West Africa,5.4
Cabo Verde,Female,13.9 [9.4-19.1],West Africa,13.9
Cambodia,Both sexes,2.9 [1.9-4.2],Southeast Asia,2.9
Cambodia,Male,1.9 [0.9-3.6],Southeast Asia,1.9
Cambodia,Female,3.7 [2.2-5.6],Southeast Asia,3.7
Cameroon,Both sexes,9.4 [7.4-11.7],Central Africa,9.4
Cameroon,Male,4.8 [2.8-7.3],Central Africa,4.8
Cameroon,Female,13.9 [10.4-17.7],Central Africa,13.9
Canada,Both sexes,26.6 [23.6-29.6],North America,26.6
Canada,Male,26.4 [22.2-30.7],North America,26.4
Canada,Female,26.7 [22.7-30.8],North America,26.7
Central African Republic,Both sexes,6.1 [4.0-8.9],Central Africa,6.1
Central African Republic,Male,2.9 [1.3-5.3],Central Africa,2.9
Central African Republic,Female,9.0 [5.3-14.0],Central Africa,9.0
Chad,Both sexes,4.9 [3.4-6.7],North Africa,4.9
Chad,Male,2.4 [1.2-4.2],North Africa,2.4
Chad,Female,7.2 [4.7-10.4],North Africa,7.2
Chile,Both sexes,25.6 [21.9-29.5],South America,25.6
Chile,Male,22.3 [17.4-27.9],South America,22.3
Chile,Female,28.7 [23.4-34.4],South America,28.7
China,Both sexes,4.7 [3.8-5.7],East Asia,4.7
China,Male,4.2 [3.0-5.5],East Asia,4.2
China,Female,5.2 [3.9-6.7],East Asia,5.2
Colombia,Both sexes,20.0 [16.9-23.3],South America,20.0
Colombia,Male,15.2 [11.1-19.7],South America,15.2
Colombia,Female,24.3 [19.7-29.0],South America,24.3
Comoros,Both sexes,6.4 [4.5-8.7],Southern Africa,6.4
Comoros,Male,2.6 [1.3-4.7],Southern Africa,2.6
Comoros,Female,10.0 [6.7-14.2],Southern Africa,10.0
Congo,Both sexes,8.0 [5.7-10.7],Central Africa,8.0
Congo,Male,4.3 [2.1-7.3],Central Africa,4.3
Congo,Female,11.5 [7.8-16.1],Central Africa,11.5
Cook Islands,Both sexes,53.2 [48.1-58.4],Oceania,53.2
Cook Islands,Male,49.3 [41.8-56.6],Oceania,49.3
Cook Islands,Female,57.2 [49.8-64.2],Oceania,57.2
Costa Rica,Both sexes,22.2 [18.4-26.1],Central America,22.2
Costa Rica,Male,17.4 [12.5-22.9],Central America,17.4
Costa Rica,Female,26.9 [21.4-32.7],Central America,26.9
Croatia,Both sexes,22.0 [18.4-25.9],Balkans,22.0
Croatia,Male,21.2 [16.0-26.9],Balkans,21.2
Croatia,Female,22.6 [17.5-27.9],Balkans,22.6
Cuba,Both sexes,22.2 [18.4-26.0],Caribbean,22.2
Cuba,Male,16.2 [11.5-21.4],Caribbean,16.2
Cuba,Female,28.1 [22.2-34.3],Caribbean,28.1
Cyprus,Both sexes,20.1 [15.7-24.8],Balkans,20.1
Cyprus,Male,19.6 [13.5-26.5],Balkans,19.6
Cyprus,Female,20.5 [14.5-26.9],Balkans,20.5
Czechia,Both sexes,24.2 [20.3-28.4],Eastern Europe,24.2
Czechia,Male,24.0 [18.5-30.1],Eastern Europe,24.0
Czechia,Female,24.3 [18.8-30.2],Eastern Europe,24.3
Côte d'Ivoire,Both sexes,8.3 [6.3-10.6],West Africa,8.3
Côte d'Ivoire,Male,4.4 [2.5-7.1],West Africa,4.4
Côte d'Ivoire,Female,12.7 [9.0-16.9],West Africa,12.7
Democratic People's Republic of Korea,Both sexes,5.7 [3.5-8.5],East Asia,5.7
Democratic People's Republic of Korea,Male,4.9 [2.3-8.7],East Asia,4.9
Democratic People's Republic of Korea,Female,6.4 [3.3-10.6],East Asia,6.4
Democratic Republic of the Congo,Both sexes,5.3 [3.5-7.6],Central Africa,5.3
Democratic Republic of the Congo,Male,2.7 [1.2-5.0],Central Africa,2.7
Democratic Republic of the Congo,Female,7.8 [4.8-11.6],Central Africa,7.8
Denmark,Both sexes,17.8 [15.1-20.6],Northern Europe,17.8
Denmark,Male,19.8 [16.1-23.7],Northern Europe,19.8
Denmark,Female,15.7 [11.9-19.9],Northern Europe,15.7
Djibouti,Both sexes,12.0 [8.6-16.0],East Africa,12.0
