Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,0.5 [0.2-1.1],South Asia,0.5
Afghanistan,Male,0.2 [0.0-0.6],South Asia,0.2
Afghanistan,Female,0.8 [0.2-2.0],South Asia,0.8
Albania,Both sexes,6.5 [3.6-10.5],Balkans,6.5
Albania,Male,4.4 [1.7-9.2],Balkans,4.4
Albania,Female,8.6 [3.9-15.4],Balkans,8.6
Algeria,Both sexes,6.9 [3.9-10.9],North Africa,6.9
Algeria,Male,2.8 [1.0-6.0],North Africa,2.8
Algeria,Female,10.7 [5.5-18.0],North Africa,10.7
Andorra,Both sexes,12.9 [8.6-18.1],Southern Europe,12.9
Andorra,Male,9.7 [4.7-16.3],Southern Europe,9.7
Andorra,Female,15.8 [9.2-23.9],Southern Europe,15.8
Angola,Both sexes,0.8 [0.3-1.9],Southern Africa,0.8
Angola,Male,0.2 [0.0-0.8],Southern Africa,0.2
Angola,Female,1.4 [0.4-3.4],Southern Africa,1.4
Antigua and Barbuda,Both sexes,5.6 [3.0-9.1],Caribbean,5.6
Antigua and Barbuda,Male,2.3 [0.8-5.1],Caribbean,2.3
Antigua and Barbuda,Female,8.8 [4.1-15.6],Caribbean,8.8
Argentina,Both sexes,11.2 [7.5-15.7],South America,11.2
Argentina,Male,9.0 [4.6-15.2],South America,9.0
Argentina,Female,13.2 [7.7-20.1],South America,13.2
Armenia,Both sexes,7.3 [4.2-11.5],Eastern Europe,7.3
Armenia,Male,4.5 [1.7-8.9],Eastern Europe,4.5
Armenia,Female,9.5 [4.7-16.2],Eastern Europe,9.5
Australia,Both sexes,10.5 [7.9-13.4],Oceania,10.5
Australia,Male,9.7 [6.2-13.9],Oceania,9.7
Australia,Female,11.2 [7.6-15.2],Oceania,11.2
Austria,Both sexes,7.2 [4.9-9.9],Eastern Europe,7.2
Austria,Male,6.3 [3.4-10.4],Eastern Europe,6.3
Austria,Female,7.8 [4.6-11.7],Eastern Europe,7.8
Azerbaijan,Both sexes,6.4 [3.5-10.4],Eastern Europe,6.4
Azerbaijan,Male,3.7 [1.3-7.9],Eastern Europe,3.7
Azerbaijan,Female,8.4 [3.9-15.1],Eastern Europe,8.4
Bahamas,Both sexes,12.0 [7.6-17.4],Caribbean,12.0
Bahamas,Male,5.7 [2.3-10.7],Caribbean,5.7
Bahamas,Female,17.7 [10.2-26.6],Caribbean,17.7
Bahrain,Both sexes,14.2 [9.8-19.4],Middle East,14.2
Bahrain,Male,8.6 [4.3-14.8],Middle East,8.6
Bahrain,Female,22.1 [14.0-31.7],Middle East,22.1
Bangladesh,Both sexes,0.2 [0.1-0.5],South Asia,0.2
Bangladesh,Male,0.1 [0.0-0.3],South Asia,0.1
Bangladesh,Female,0.4 [0.1-0.9],South Asia,0.4
Barbados,Both sexes,7.7 [4.6-11.8],Caribbean,7.7
Barbados,Male,3.0 [1.2-6.0],Caribbean,3.0
Barbados,Female,11.5 [6.3-18.5],Caribbean,11.5
Belarus,Both sexes,9.9 [5.6-15.4],Eastern Europe,9.9
Belarus,Male,4.7 [1.8-9.4],Eastern Europe,4.7
Belarus,Female,13.5 [6.7-22.9],Eastern Europe,13.5
Belgium,Both sexes,10.5 [7.8-13.8],Western Europe,10.5
Belgium,Male,8.4 [5.2-12.6],Western Europe,8.4
Belgium,Female,12.4 [8.2-17.2],Western Europe,12.4
Belize,Both sexes,8.8 [5.4-13.2],Central America,8.8
Belize,Male,3.9 [1.6-8.0],Central America,3.9
Belize,Female,13.4 [7.3-21.2],Central America,13.4
Benin,Both sexes,1.1 [0.4-2.2],West Africa,1.1
Benin,Male,0.3 [0.1-0.9],West Africa,0.3
Benin,Female,1.7 [0.6-3.7],West Africa,1.7
Bhutan,Both sexes,0.4 [0.1-0.9],South Asia,0.4
Bhutan,Male,0.2 [0.0-0.6],South Asia,0.2
Bhutan,Female,0.6 [0.2-1.7],South Asia,0.6
Bolivia (Plurinational State of),Both sexes,4.8 [2.4-8.3],South America,4.8
Bolivia (Plurinational State of),Male,2.1 [0.6-5.1],South America,2.1
Bolivia (Plurinational State of),Female,7.3 [3.1-13.4],South America,7.3
Bosnia and Herzegovina,Both sexes,5.9 [3.2-9.8],Balkans,5.9
Bosnia and Herzegovina,Male,3.8 [1.4-7.8],Balkans,3.8
Bosnia and Herzegovina,Female,7.7 [3.4-14.3],Balkans,7.7
Botswana,Both sexes,2.8 [1.1-5.6],Southern Africa,2.8
Botswana,Male,0.3 [0.1-1.1],Southern Africa,0.3
Botswana,Female,4.6 [1.7-9.7],Southern Africa,4.6
Brazil,Both sexes,5.2 [3.3-7.9],South America,5.2
Brazil,Male,3.0 [1.4-5.7],South America,3.0
Brazil,Female,7.3 [4.0-12.0],South America,7.3
Brunei Darussalam,Both sexes,2.6 [1.2-4.5],Southeast Asia,2.6
Brunei Darussalam,Male,1.4 [0.4-3.2],Southeast Asia,1.4
Brunei Darussalam,Female,3.9 [1.5-7.6],Southeast Asia,3.9
Bulgaria,Both sexes,10.1 [6.3-15.0],Balkans,10.1
Bulgaria,Male,7.2 [3.3-13.4],Balkans,7.2
Bulgaria,Female,12.9 [6.9-21.0],Balkans,12.9
Burkina Faso,Both sexes,0.4 [0.2-1.0],West Africa,0.4
Burkina Faso,Male,0.2 [0.0-0.5],West Africa,0.2
Burkina Faso,Female,0.7 [0.2-1.7],West Africa,0.7
Burundi,Both sexes,0.6 [0.2-1.4],East Africa,0.6
Burundi,Male,0.2 [0.0-0.7],East Africa,0.2
Burundi,Female,1.0 [0.3-2.4],East Africa,1.0
Cabo Verde,Both sexes,1.1 [0.4-2.3],West Africa,1.1
Cabo Verde,Male,0.3 [0.1-1.0],West Africa,0.3
Cabo Verde,Female,1.8 [0.6-3.9],West Africa,1.8
Cambodia,Both sexes,0.3 [0.1-0.6],Southeast Asia,0.3
