Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,0.6 [0.2-1.3],South Asia,0.6
Afghanistan,Male,0.2 [0.1-0.7],South Asia,0.2
Afghanistan,Female,0.9 [0.3-2.2],South Asia,0.9
Albania,Both sexes,7.0 [4.2-10.8],Balkans,7.0
Albania,Male,5.0 [2.1-9.4],Balkans,5.0
Albania,Female,9.1 [4.6-15.5],Balkans,9.1
Algeria,Both sexes,7.7 [4.6-11.4],North Africa,7.7
Algeria,Male,3.2 [1.3-6.4],North Africa,3.2
Algeria,Female,11.8 [6.5-18.6],North Africa,11.8
Andorra,Both sexes,14.5 [10.1-19.6],Southern Europe,14.5
Andorra,Male,11.2 [6.0-18.0],Southern Europe,11.2
Andorra,Female,17.5 [10.9-25.3],Southern Europe,17.5
Angola,Both sexes,1.0 [0.4-2.1],Southern Africa,1.0
Angola,Male,0.3 [0.1-0.9],Southern Africa,0.3
Angola,Female,1.6 [0.5-3.7],Southern Africa,1.6
Antigua and Barbuda,Both sexes,6.2 [3.6-9.6],Caribbean,6.2
Antigua and Barbuda,Male,2.6 [1.0-5.5],Caribbean,2.6
Antigua and Barbuda,Female,9.6 [5.0-16.1],Caribbean,9.6
Argentina,Both sexes,12.1 [8.6-16.3],South America,12.1
Argentina,Male,9.9 [5.6-15.6],South America,9.9
Argentina,Female,14.1 [9.0-20.5],South America,14.1
Armenia,Both sexes,8.1 [5.0-12.2],Eastern Europe,8.1
Armenia,Male,5.2 [2.2-9.6],Eastern Europe,5.2
Armenia,Female,10.5 [5.7-16.9],Eastern Europe,10.5
Australia,Both sexes,11.3 [8.9-13.9],Oceania,11.3
Australia,Male,10.6 [7.3-14.2],Oceania,10.6
Australia,Female,12.0 [8.7-15.7],Oceania,12.0
Austria,Both sexes,7.7 [5.5-10.4],Eastern Europe,7.7
Austria,Male,6.9 [4.0-10.9],Eastern Europe,6.9
Austria,Female,8.2 [5.2-12.0],Eastern Europe,8.2
Azerbaijan,Both sexes,7.0 [4.1-10.9],Eastern Europe,7.0
Azerbaijan,Male,4.2 [1.7-8.3],Eastern Europe,4.2
Azerbaijan,Female,9.2 [4.6-15.5],Eastern Europe,9.2
Bahamas,Both sexes,13.2 [8.9-18.4],Caribbean,13.2
Bahamas,Male,6.6 [3.0-11.7],Caribbean,6.6
Bahamas,Female,19.2 [11.9-27.8],Caribbean,19.2
Bahrain,Both sexes,14.8 [10.8-19.6],Middle East,14.8
Bahrain,Male,9.5 [5.1-15.1],Middle East,9.5
Bahrain,Female,23.1 [15.4-31.7],Middle East,23.1
Bangladesh,Both sexes,0.3 [0.1-0.6],South Asia,0.3
Bangladesh,Male,0.1 [0.0-0.3],South Asia,0.1
Bangladesh,Female,0.5 [0.1-1.0],South Asia,0.5
Barbados,Both sexes,8.6 [5.6-12.4],Caribbean,8.6
Barbados,Male,3.5 [1.6-6.5],Caribbean,3.5
Barbados,Female,12.7 [7.6-19.2],Caribbean,12.7
Belarus,Both sexes,11.0 [6.8-16.1],Eastern Europe,11.0
Belarus,Male,5.6 [2.5-10.3],Eastern Europe,5.6
Belarus,Female,14.9 [8.1-23.7],Eastern Europe,14.9
Belgium,Both sexes,11.1 [8.6-13.9],Western Europe,11.1
Belgium,Male,9.2 [6.1-12.9],Western Europe,9.2
Belgium,Female,12.9 [9.1-17.1],Western Europe,12.9
Belize,Both sexes,9.3 [5.9-13.4],Central America,9.3
Belize,Male,4.3 [1.9-8.2],Central America,4.3
Belize,Female,14.2 [8.3-21.4],Central America,14.2
Benin,Both sexes,1.4 [0.6-2.5],West Africa,1.4
Benin,Male,0.4 [0.1-1.1],West Africa,0.4
Benin,Female,2.1 [0.9-4.2],West Africa,2.1
Bhutan,Both sexes,0.5 [0.2-1.0],South Asia,0.5
Bhutan,Male,0.3 [0.1-0.7],South Asia,0.3
Bhutan,Female,0.8 [0.2-1.9],South Asia,0.8
Bolivia (Plurinational State of),Both sexes,5.4 [3.0-8.8],South America,5.4
Bolivia (Plurinational State of),Male,2.5 [0.8-5.6],South America,2.5
Bolivia (Plurinational State of),Female,8.1 [3.8-13.9],South America,8.1
Bosnia and Herzegovina,Both sexes,6.7 [4.0-10.4],Balkans,6.7
Bosnia and Herzegovina,Male,4.5 [1.9-8.4],Balkans,4.5
Bosnia and Herzegovina,Female,8.5 [4.2-14.7],Balkans,8.5
Botswana,Both sexes,3.3 [1.5-6.2],Southern Africa,3.3
Botswana,Male,0.4 [0.1-1.2],Southern Africa,0.4
Botswana,Female,5.5 [2.3-10.7],Southern Africa,5.5
Brazil,Both sexes,6.0 [4.1-8.5],South America,6.0
Brazil,Male,3.6 [1.9-6.2],South America,3.6
Brazil,Female,8.3 [5.1-12.6],South America,8.3
Brunei Darussalam,Both sexes,2.8 [1.5-4.6],Southeast Asia,2.8
Brunei Darussalam,Male,1.6 [0.5-3.4],Southeast Asia,1.6
Brunei Darussalam,Female,4.2 [1.8-7.7],Southeast Asia,4.2
Bulgaria,Both sexes,11.3 [7.4-16.0],Balkans,11.3
Bulgaria,Male,8.4 [4.2-14.2],Balkans,8.4
Bulgaria,Female,14.1 [8.2-21.8],Balkans,14.1
Burkina Faso,Both sexes,0.5 [0.2-1.1],West Africa,0.5
Burkina Faso,Male,0.2 [0.0-0.5],West Africa,0.2
Burkina Faso,Female,0.8 [0.3-1.9],West Africa,0.8
Burundi,Both sexes,0.7 [0.3-1.5],East Africa,0.7
Burundi,Male,0.2 [0.0-0.7],East Africa,0.2
Burundi,Female,1.1 [0.3-2.6],East Africa,1.1
Cabo Verde,Both sexes,1.3 [0.6-2.6],West Africa,1.3
Cabo Verde,Male,0.4 [0.1-1.1],West Africa,0.4
Cabo Verde,Female,2.1 [0.8-4.2],West Africa,2.1
Cambodia,Both sexes,0.3 [0.1-0.6],Southeast Asia,0.3
Cambodia,Male,0.1 [0.0-0.4],Southeast Asia,0.1
Cambodia,Female,0.4 [0.1-1.0],Southeast Asia,0.4
Cameroon,Both sexes,1.7 [0.8-2.9],Central Africa,1.7
Cameroon,Male,0.5 [0.2-1.3],Central Africa,0.5
Cameroon,Female,2.7 [1.2-5.0],Central Africa,2.7
Canada,Both sexes,10.7 [8.3-13.5],North America,10.7
Canada,Male,9.7 [6.4-13.7],North America,9.7
Canada,Female,11.6 [8.0-15.6],North America,11.6
Central African Republic,Both sexes,1.4 [0.6-2.8],Central Africa,1.4
Central African Republic,Male,0.5 [0.1-1.3],Central Africa,0.5
Central African Republic,Female,2.3 [0.8-4.8],Central Africa,2.3
Chad,Both sexes,0.9 [0.4-1.7],North Africa,0.9
Chad,Male,0.3 [0.1-0.9],North Africa,0.3
Chad,Female,1.4 [0.5-2.9],North Africa,1.4
Chile,Both sexes,12.3 [8.7-16.5],South America,12.3
Chile,Male,8.8 [4.8-14.2],South America,8.8
Chile,Female,15.3 [9.7-22.0],South America,15.3
China,Both sexes,0.6 [0.3-0.9],East Asia,0.6
China,Male,0.3 [0.1-0.5],East Asia,0.3
China,Female,0.9 [0.4-1.5],East Asia,0.9
Colombia,Both sexes,7.4 [4.8-10.7],South America,7.4
Colombia,Male,3.9 [1.8-7.1],South America,3.9
Colombia,Female,10.7 [6.1-16.3],South America,10.7
Comoros,Both sexes,1.4 [0.6-2.7],Southern Africa,1.4
Comoros,Male,0.4 [0.1-1.3],Southern Africa,0.4
Comoros,Female,2.3 [0.9-4.7],Southern Africa,2.3
Congo,Both sexes,1.8 [0.9-3.1],Central Africa,1.8
Congo,Male,0.6 [0.2-1.4],Central Africa,0.6
Congo,Female,2.9 [1.3-5.5],Central Africa,2.9
Cook Islands,Both sexes,29.7 [23.3-36.6],Oceania,29.7
Cook Islands,Male,23.3 [14.7-32.8],Oceania,23.3
Cook Islands,Female,36.3 [26.8-46.3],Oceania,36.3
Costa Rica,Both sexes,5.9 [3.6-8.9],Central America,5.9
Costa Rica,Male,3.3 [1.3-6.4],Central America,3.3
Costa Rica,Female,8.6 [4.5-14.1],Central America,8.6
Croatia,Both sexes,10.3 [6.8-14.7],Balkans,10.3
Croatia,Male,7.2 [3.7-12.3],Balkans,7.2
Croatia,Female,12.6 [7.3-19.5],Balkans,12.6
Cuba,Both sexes,8.7 [5.8-12.2],Caribbean,8.7
Cuba,Male,4.1 [1.9-7.3],Caribbean,4.1
Cuba,Female,13.4 [8.1-19.9],Caribbean,13.4
Cyprus,Both sexes,6.7 [4.1-10.0],Balkans,6.7
Cyprus,Male,5.1 [2.3-9.3],Balkans,5.1
Cyprus,Female,8.2 [4.2-13.4],Balkans,8.2
Czechia,Both sexes,15.0 [10.9-19.7],Eastern Europe,15.0
Czechia,Male,11.3 [6.8-17.2],Eastern Europe,11.3
Czechia,Female,18.3 [12.2-25.5],Eastern Europe,18.3
Côte d'Ivoire,Both sexes,1.7 [0.9-3.0],West Africa,1.7
Côte d'Ivoire,Male,0.6 [0.2-1.6],West Africa,0.6
Côte d'Ivoire,Female,3.0 [1.3-5.5],West Africa,3.0
Democratic People's Republic of Korea,Both sexes,2.0 [0.9-3.7],East Asia,2.0
