Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,4.0 [2.5-5.9],South Asia,4.0
Afghanistan,Male,2.2 [1.0-4.4],South Asia,2.2
Afghanistan,Female,5.7 [3.3-9.2],South Asia,5.7
Albania,Both sexes,18.2 [14.3-22.3],Balkans,18.2
Albania,Male,17.4 [12.0-23.7],Balkans,17.4
Albania,Female,18.9 [13.6-24.8],Balkans,18.9
Algeria,Both sexes,23.3 [19.3-27.6],North Africa,23.3
Algeria,Male,15.8 [11.0-21.4],North Africa,15.8
Algeria,Female,30.9 [24.9-37.3],North Africa,30.9
Andorra,Both sexes,24.4 [19.7-29.5],Southern Europe,24.4
Andorra,Male,23.9 [17.0-31.3],Southern Europe,23.9
Andorra,Female,24.8 [18.0-32.1],Southern Europe,24.8
Angola,Both sexes,6.2 [3.8-9.2],Southern Africa,6.2
Angola,Male,2.8 [1.1-5.4],Southern Africa,2.8
Angola,Female,9.3 [5.2-14.7],Southern Africa,9.3
Antigua and Barbuda,Both sexes,16.2 [12.1-20.8],Caribbean,16.2
Antigua and Barbuda,Male,9.5 [5.4-14.8],Caribbean,9.5
Antigua and Barbuda,Female,22.7 [15.8-30.4],Caribbean,22.7
Argentina,Both sexes,25.3 [21.4-29.4],South America,25.3
Argentina,Male,24.1 [18.7-30.1],South America,24.1
Argentina,Female,26.3 [21.3-31.8],South America,26.3
Armenia,Both sexes,17.5 [13.9-21.4],Eastern Europe,17.5
Armenia,Male,14.4 [9.4-20.3],Eastern Europe,14.4
Armenia,Female,20.4 [15.0-26.1],Eastern Europe,20.4
Australia,Both sexes,25.6 [23.0-28.6],Oceania,25.6
Australia,Male,25.8 [21.9-30.0],Oceania,25.8
Australia,Female,25.4 [21.7-29.5],Oceania,25.4
Austria,Both sexes,17.6 [14.3-21.2],Eastern Europe,17.6
Austria,Male,18.8 [14.0-24.3],Eastern Europe,18.8
Austria,Female,16.4 [12.1-21.0],Eastern Europe,16.4
Azerbaijan,Both sexes,16.6 [12.8-20.8],Eastern Europe,16.6
Azerbaijan,Male,12.7 [7.9-18.3],Eastern Europe,12.7
Azerbaijan,Female,20.1 [14.6-26.3],Eastern Europe,20.1
Bahamas,Both sexes,28.5 [23.3-33.8],Caribbean,28.5
Bahamas,Male,21.0 [14.4-28.4],Caribbean,21.0
Bahamas,Female,35.4 [27.4-43.5],Caribbean,35.4
Bahrain,Both sexes,26.6 [22.3-31.1],Middle East,26.6
Bahrain,Male,22.2 [16.4-28.2],Middle East,22.2
Bahrain,Female,34.3 [28.1-40.6],Middle East,34.3
Bangladesh,Both sexes,2.5 [1.7-3.4],South Asia,2.5
Bangladesh,Male,1.5 [0.7-2.5],South Asia,1.5
Bangladesh,Female,3.6 [2.3-5.2],South Asia,3.6
Barbados,Both sexes,19.8 [16.1-23.9],Caribbean,19.8
Barbados,Male,11.8 [7.8-16.8],Caribbean,11.8
Barbados,Female,27.6 [21.5-34.1],Caribbean,27.6
Belarus,Both sexes,22.3 [17.9-27.0],Eastern Europe,22.3
Belarus,Male,19.1 [13.1-25.7],Eastern Europe,19.1
Belarus,Female,24.9 [18.4-31.8],Eastern Europe,24.9
Belgium,Both sexes,20.1 [17.4-22.8],Western Europe,20.1
Belgium,Male,20.4 [16.7-24.4],Western Europe,20.4
Belgium,Female,19.7 [16.1-23.5],Western Europe,19.7
Belize,Both sexes,21.0 [16.7-25.6],Central America,21.0
Belize,Male,13.6 [8.8-19.5],Central America,13.6
Belize,Female,28.1 [21.3-35.3],Central America,28.1
Benin,Both sexes,7.6 [5.7-9.8],West Africa,7.6
Benin,Male,3.5 [1.9-5.7],West Africa,3.5
Benin,Female,11.4 [8.2-15.0],West Africa,11.4
Bhutan,Both sexes,4.6 [3.1-6.5],South Asia,4.6
Bhutan,Male,3.2 [1.6-5.6],South Asia,3.2
Bhutan,Female,6.4 [3.8-9.7],South Asia,6.4
Bolivia (Plurinational State of),Both sexes,17.4 [13.5-21.7],South America,17.4
Bolivia (Plurinational State of),Male,11.9 [7.0-18.0],South America,11.9
Bolivia (Plurinational State of),Female,22.5 [16.5-28.8],South America,22.5
Bosnia and Herzegovina,Both sexes,15.6 [12.4-19.1],Balkans,15.6
Bosnia and Herzegovina,Male,14.5 [9.9-19.6],Balkans,14.5
Bosnia and Herzegovina,Female,16.5 [12.0-21.8],Balkans,16.5
Botswana,Both sexes,16.9 [13.2-20.8],Southern Africa,16.9
Botswana,Male,6.4 [3.6-10.1],Southern Africa,6.4
Botswana,Female,26.5 [20.0-33.5],Southern Africa,26.5
Brazil,Both sexes,19.2 [16.8-21.6],South America,19.2
Brazil,Male,15.5 [12.5-18.9],South America,15.5
Brazil,Female,22.5 [18.9-26.1],South America,22.5
Brunei Darussalam,Both sexes,11.1 [8.3-14.4],Southeast Asia,11.1
Brunei Darussalam,Male,9.3 [5.8-13.6],Southeast Asia,9.3
Brunei Darussalam,Female,13.0 [8.8-17.9],Southeast Asia,13.0
Bulgaria,Both sexes,22.4 [18.0-27.0],Balkans,22.4
Bulgaria,Male,22.1 [16.0-29.0],Balkans,22.1
Bulgaria,Female,22.5 [16.3-29.1],Balkans,22.5
Burkina Faso,Both sexes,4.0 [2.8-5.4],West Africa,4.0
Burkina Faso,Male,1.7 [0.8-3.0],West Africa,1.7
Burkina Faso,Female,5.8 [3.8-8.3],West Africa,5.8
Burundi,Both sexes,4.0 [2.6-5.7],East Africa,4.0
Burundi,Male,1.5 [0.6-2.9],East Africa,1.5
Burundi,Female,6.4 [3.8-9.7],East Africa,6.4
Cabo Verde,Both sexes,9.6 [6.9-12.5],West Africa,9.6
Cabo Verde,Male,5.1 [2.7-8.3],West Africa,5.1
Cabo Verde,Female,13.4 [9.1-18.5],West Africa,13.4
Cambodia,Both sexes,2.7 [1.8-3.9],Southeast Asia,2.7
Cambodia,Male,1.8 [0.8-3.4],Southeast Asia,1.8
Cambodia,Female,3.5 [2.1-5.3],Southeast Asia,3.5
Cameroon,Both sexes,9.0 [7.1-11.3],Central Africa,9.0
Cameroon,Male,4.5 [2.7-6.9],Central Africa,4.5
Cameroon,Female,13.4 [10.0-17.0],Central Africa,13.4
Canada,Both sexes,26.0 [23.2-28.9],North America,26.0
Canada,Male,25.8 [21.8-30.1],North America,25.8
Canada,Female,26.2 [22.4-30.2],North America,26.2
Central African Republic,Both sexes,5.9 [3.8-8.5],Central Africa,5.9
Central African Republic,Male,2.7 [1.2-5.0],Central Africa,2.7
Central African Republic,Female,8.7 [5.1-13.5],Central Africa,8.7
Chad,Both sexes,4.7 [3.3-6.4],North Africa,4.7
Chad,Male,2.3 [1.1-4.0],North Africa,2.3
Chad,Female,6.9 [4.5-10.0],North Africa,6.9
Chile,Both sexes,25.1 [21.5-28.9],South America,25.1
Chile,Male,21.8 [17.1-27.2],South America,21.8
Chile,Female,28.2 [23.1-33.8],South America,28.2
China,Both sexes,4.4 [3.6-5.3],East Asia,4.4
China,Male,3.9 [2.8-5.1],East Asia,3.9
China,Female,5.0 [3.8-6.4],East Asia,5.0
Colombia,Both sexes,19.5 [16.6-22.7],South America,19.5
Colombia,Male,14.7 [10.8-19.1],South America,14.7
Colombia,Female,23.8 [19.4-28.3],South America,23.8
Comoros,Both sexes,6.2 [4.4-8.4],Southern Africa,6.2
Comoros,Male,2.5 [1.2-4.6],Southern Africa,2.5
Comoros,Female,9.6 [6.5-13.7],Southern Africa,9.6
Congo,Both sexes,7.7 [5.5-10.3],Central Africa,7.7
Congo,Male,4.1 [2.0-7.0],Central Africa,4.1
Congo,Female,11.1 [7.5-15.5],Central Africa,11.1
Cook Islands,Both sexes,52.6 [47.6-57.8],Oceania,52.6
Cook Islands,Male,48.6 [41.2-55.9],Oceania,48.6
Cook Islands,Female,56.7 [49.4-63.6],Oceania,56.7
Costa Rica,Both sexes,21.4 [17.9-25.3],Central America,21.4
Costa Rica,Male,16.7 [12.0-22.1],Central America,16.7
Costa Rica,Female,26.2 [20.8-31.9],Central America,26.2
Croatia,Both sexes,21.6 [18.0-25.4],Balkans,21.6
Croatia,Male,20.6 [15.6-26.3],Balkans,20.6
Croatia,Female,22.2 [17.3-27.4],Balkans,22.2
Cuba,Both sexes,21.7 [18.0-25.5],Caribbean,21.7
Cuba,Male,15.7 [11.1-20.7],Caribbean,15.7
Cuba,Female,27.6 [22.0-33.7],Caribbean,27.6
Cyprus,Both sexes,19.8 [15.5-24.4],Balkans,19.8
Cyprus,Male,19.2 [13.2-26.0],Balkans,19.2
Cyprus,Female,20.2 [14.3-26.5],Balkans,20.2
Czechia,Both sexes,23.9 [20.1-28.0],Eastern Europe,23.9
Czechia,Male,23.6 [18.1-29.4],Eastern Europe,23.6
Czechia,Female,24.0 [18.7-29.9],Eastern Europe,24.0
Côte d'Ivoire,Both sexes,7.9 [6.0-10.1],West Africa,7.9
Côte d'Ivoire,Male,4.2 [2.4-6.8],West Africa,4.2
Côte d'Ivoire,Female,12.2 [8.7-16.3],West Africa,12.2
