Country,Sex,Obesity (%),Region,BMI
Afghanistan,Both sexes,4.4 [2.8-6.6],South Asia,4.4
Afghanistan,Male,2.5 [1.1-5.0],South Asia,2.5
Afghanistan,Female,6.3 [3.6-10.2],South Asia,6.3
Albania,Both sexes,19.3 [15.3-23.7],Balkans,19.3
Albania,Male,18.8 [13.0-25.4],Balkans,18.8
Albania,Female,19.9 [14.3-26.0],Balkans,19.9
Algeria,Both sexes,24.7 [20.4-29.2],North Africa,24.7
Algeria,Male,17.1 [11.9-23.2],North Africa,17.1
Algeria,Female,32.2 [25.9-39.0],North Africa,32.2
Andorra,Both sexes,24.8 [19.9-30.0],Southern Europe,24.8
Andorra,Male,24.5 [17.4-32.3],Southern Europe,24.5
Andorra,Female,25.0 [17.9-32.5],Southern Europe,25.0
Angola,Both sexes,6.8 [4.2-10.1],Southern Africa,6.8
Angola,Male,3.1 [1.2-6.1],Southern Africa,3.1
Angola,Female,10.2 [5.7-16.0],Southern Africa,10.2
Antigua and Barbuda,Both sexes,17.1 [12.6-21.9],Caribbean,17.1
Antigua and Barbuda,Male,10.1 [5.8-15.8],Caribbean,10.1
Antigua and Barbuda,Female,23.7 [16.4-31.8],Caribbean,23.7
Argentina,Both sexes,26.3 [22.2-30.7],South America,26.3
Argentina,Male,25.1 [19.4-31.5],South America,25.1
Argentina,Female,27.2 [21.8-33.0],South America,27.2
Armenia,Both sexes,18.3 [14.5-22.4],Eastern Europe,18.3
Armenia,Male,15.2 [10.0-21.5],Eastern Europe,15.2
Armenia,Female,21.2 [15.7-27.2],Eastern Europe,21.2
Australia,Both sexes,26.7 [23.8-29.9],Oceania,26.7
Australia,Male,27.0 [22.8-31.6],Oceania,27.0
Australia,Female,26.4 [22.3-30.7],Oceania,26.4
Austria,Both sexes,18.4 [14.9-22.3],Eastern Europe,18.4
Austria,Male,19.8 [14.6-25.7],Eastern Europe,19.8
Austria,Female,17.0 [12.5-22.0],Eastern Europe,17.0
Azerbaijan,Both sexes,17.7 [13.7-22.0],Eastern Europe,17.7
Azerbaijan,Male,13.7 [8.5-19.6],Eastern Europe,13.7
Azerbaijan,Female,21.2 [15.5-27.8],Eastern Europe,21.2
Bahamas,Both sexes,29.5 [24.1-35.0],Caribbean,29.5
